Lot_Wafer_ID,Step1_EQ1,Step1_R1,Step1_R2,Step1_R3,Step1_D1,Step2_EQ1,Step2_R1,Step2_D1,Step3_EQ1,Step3_EQ2,Step3_EQ3,Step3_R1,Step3_R2,Step3_R3,Step3_D1,Step3_D2,Step4_EQ1,Step4_R1,Step4_R2,Step4_R3,Step4_D1,Step4_D2,Step4_D3,Step5_EQ1,Step5_EQ2,Step5_R1,Step5_R2,Step5_R3,Step5_D1,Step5_D2,Step5_D3,Step6_EQ1,Step6_EQ2,Step6_EQ3,Step6_R1,Step6_R2,Step6_R3,Step6_D1,Step6_D2,Step7_EQ1,Step7_R1,Step7_R2,Step7_D1,Step8_EQ1,Step8_R1,Step8_R2,Step8_D1,Step9_EQ1,Step9_EQ2,Step9_R1,Step9_R2,Step9_R3,Step9_D1,Step9_D2,Step9_D3,Step10_EQ1,Step10_EQ2,Step10_EQ3,Step10_R1,Step10_R2,Step10_D1,Step10_D2,Step10_D3,Step11_EQ1,Step11_EQ2,Step11_R1,Step11_D1,Step11_D2,Step12_EQ1,Step12_R1,Step12_R2,Step12_D1,Step13_EQ1,Step13_R1,Step13_R2,Step13_R3,Step13_D1,Step13_D2,Step13_D3,Step14_EQ1,Step14_R1,Step14_R2,Step14_D1,Step14_D2,Step15_EQ1,Step15_R1,Step15_R2,Step15_D1,Step15_D2,Step15_D3,Step16_EQ1,Step16_EQ2,Step16_R1,Step16_D1,Step16_D2,Step17_EQ1,Step17_EQ2,Step17_EQ3,Step17_R1,Step17_D1,Step17_D2,Step17_D3,Step18_EQ1,Step18_R1,Step18_R2,Step18_R3,Step18_D1,Step18_D2,Step19_EQ1,Step19_EQ2,Step19_R1,Step19_D1,Step19_D2,Step20_EQ1,Step20_EQ2,Step20_EQ3,Step20_R1,Step20_D1,Step20_D2,Step21_EQ1,Step21_EQ2,Step21_EQ3,Step21_R1,Step21_R2,Step21_D1,Step22_EQ1,Step22_EQ2,Step22_R1,Step22_R2,Step22_R3,Step22_D1,Step23_EQ1,Step23_R1,Step23_R2,Step23_D1,Step24_EQ1,Step24_R1,Step24_R2,Step24_D1,Step25_EQ1,Step25_R1,Step25_D1,Step26_EQ1,Step26_EQ2,Step26_R1,Step26_R2,Step26_R3,Step26_D1,Step26_D2,Step26_D3,Step27_EQ1,Step27_R1,Step27_R2,Step27_R3,Step27_D1,Step27_D2,Step28_EQ1,Step28_EQ2,Step28_R1,Step28_R2,Step28_R3,Step28_D1,Step28_D2,Step29_EQ1,Step29_R1,Step29_R2,Step29_R3,Step29_D1,Step29_D2,Step30_EQ1,Step30_EQ2,Step30_R1,Step30_R2,Step30_R3,Step30_D1,Step30_D2,Step30_D3,Y,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
L204W12,Model2_EQB_CH2,1398.93709,,2180.648115,7,Model1_EQE_CH2,949.2710512,,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQB_CH4,2128.391165,143.6342517,15763.49283,9,12,Model2_EQD_CH4,2389.747321,1403.275476,,10,,,Model2_EQD_CH1,Model2_EQD_CH4,1838.00584,,2508.185208,,8,9,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,1322.783154,702.3504935,,,10,Model1_EQD_CH1,2656.201804,643.655301,10,Model2_EQB_CH4,1689.333996,843.235715,10,Model1_EQB_CH3,Model2_EQE_CH2,2995.178481,,2907.709277,15,,15,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQD_CH1,2123.442971,705.8753885,5,5,,Model2_EQE_CH1,Model2_EQC_CH4,2665.213786,7,4,Model1_EQD_CH2,2365.058944,,,Model1_EQB_CH1,,,3236.272734,8,14,,Model1_EQB_CH1,1190.322389,,,,Model2_EQC_CH2,,500.724783,7,,,Model1_EQB_CH3,Model1_EQC_CH3,1194.046293,,,Model2_EQE_CH2,Model1_EQE_CH4,Model2_EQD_CH4,1853.56325,,,6,Model1_EQE_CH3,,1656.537509,119.4216858,,14,Model2_EQB_CH2,Model1_EQA_CH2,1827.900036,4,8,Model2_EQA_CH2,Model1_EQC_CH4,Model2_EQA_CH4,3121.88579,,,Model2_EQE_CH2,Model2_EQB_CH4,Model1_EQE_CH2,2626.93031,2132.2382,,Model2_EQA_CH2,Model1_EQB_CH4,392.0515343,667.4181908,1378.789943,,Model2_EQA_CH4,,1934.660486,,Model2_EQD_CH2,1769.108763,70.81771003,7,Model2_EQD_CH3,115.2386094,10,Model2_EQC_CH4,Model1_EQC_CH1,1062.572042,1371.762077,,,,,Model2_EQB_CH1,,2724.666552,1896.781137,9,,Model2_EQA_CH4,Model1_EQE_CH2,,1057.043652,,,,Model1_EQE_CH1,,1893.894373,,10,10,Model2_EQB_CH4,Model2_EQD_CH4,,1987.200734,,8,,9,90.9,2,1.2,1.4,0.9,3.6,51,303,106,76,152
L204W13,Model2_EQB_CH2,1701.234445,982.4267894,2501.514647,,Model1_EQE_CH2,913.1921171,9,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,1868.514899,139.8128544,2170.280568,,,Model2_EQD_CH4,2718.036699,1772.057699,2529.876914,18,,15,Model2_EQD_CH1,Model2_EQD_CH4,1831.097055,,2875.805373,11,,,Model2_EQC_CH1,Model2_EQA_CH1,Model2_EQC_CH3,1626.665173,,157.8697289,,8,Model1_EQD_CH1,2238.896321,551.6847204,5,Model2_EQB_CH4,1579.517363,849.0682649,,Model2_EQA_CH2,Model2_EQE_CH2,2648.657415,,2669.129012,,,,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQD_CH1,,,10,5,14,Model2_EQE_CH1,Model2_EQC_CH4,2676.037396,6,11,Model1_EQD_CH2,2060.922177,,,Model1_EQB_CH1,,,,7,11,9,Model1_EQB_CH1,,,,10,Model1_EQC_CH1,,,,10,,Model1_EQA_CH4,Model1_EQC_CH3,,,6,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,,,,18,Model1_EQE_CH3,1422.55055,1480.075493,132.1665378,13,7,Model1_EQC_CH3,Model1_EQA_CH2,,8,15,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,7875.255977,,11,Model2_EQE_CH2,Model2_EQB_CH4,Model1_EQE_CH2,2560.001589,1680.982053,,Model2_EQA_CH2,Model1_EQB_CH4,323.5413307,593.7957328,986.6822224,,Model2_EQA_CH4,,1876.663138,11,Model2_EQD_CH2,,,6,Model2_EQD_CH3,117.0833211,,Model2_EQC_CH4,Model1_EQE_CH3,1198.297585,1395.531916,1357.318448,8,,11,Model2_EQB_CH1,,2096.67305,1866.054472,,,Model2_EQD_CH3,Model2_EQE_CH4,1188.232404,,372.7091918,13,,Model1_EQE_CH1,1336.017614,2199.831888,,,,Model2_EQD_CH4,Model2_EQD_CH4,,2031.220539,,,10,4,84.1,2.9,0.3,7.9,2.5,2.3,44,303,103,92,166
L204W14,Model1_EQA_CH1,,,,18,Model1_EQE_CH2,,10,Model1_EQE_CH4,Model2_EQD_CH1,Model2_EQA_CH3,1770.670691,152.2018485,2424.257112,,12,Model2_EQD_CH4,2488.458758,1390.235704,2756.684071,16,,8,Model2_EQD_CH1,Model2_EQD_CH4,1741.461419,,2794.244274,,,8,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,1392.843951,,130.3598933,,8,Model2_EQC_CH1,,,10,Model1_EQD_CH2,1995.911139,953.1206008,12,Model2_EQA_CH2,Model2_EQE_CH2,,2461.928003,2590.06386,,,10,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQD_CH1,2604.033728,863.6971854,2,,17,Model2_EQE_CH1,Model2_EQC_CH4,2414.858152,,,Model1_EQD_CH2,,1455.686873,,Model1_EQD_CH1,,405.2975528,2995.382404,8,10,,Model1_EQB_CH1,,,,11,Model1_EQC_CH4,1528.581949,,,14,,Model1_EQB_CH3,Model1_EQC_CH3,1127.288011,13,,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,1971.082627,,,10,Model1_EQE_CH3,1625.73766,,,15,,Model1_EQC_CH3,Model1_EQA_CH2,2211.634917,,12,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,2603.454789,,10,Model2_EQE_CH2,Model2_EQB_CH4,Model2_EQE_CH2,2020.419079,1792.015977,,Model2_EQA_CH2,Model1_EQB_CH4,,,,,Model2_EQA_CH4,674.4489644,,9,Model1_EQB_CH1,,,,Model2_EQD_CH3,,16,Model2_EQC_CH4,Model1_EQC_CH1,,1312.967972,1235.41678,,14,,Model2_EQB_CH1,,1814.770186,1859.171653,12,6,Model2_EQA_CH4,Model1_EQE_CH2,1090.944615,,,10,8,Model1_EQB_CH4,1270.320743,2195.386315,2270.01952,,15,Model1_EQB_CH1,Model2_EQD_CH4,3176.949625,2286.6946,1380.083895,8,,,87.9,2.1,3.8,3.5,0.5,2.2,50,297,139,67,142
L204W15,Model2_EQB_CH2,,915.7105809,2520.942973,,Model1_EQE_CH2,,8,Model1_EQE_CH4,Model1_EQB_CH4,Model2_EQA_CH3,,,,,7,Model2_EQD_CH4,2639.286772,,2777.957285,14,10,10,Model2_EQD_CH1,Model2_EQD_CH4,,,,,12,,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,,832.3503892,,8,9,Model1_EQD_CH1,,,9,Model2_EQB_CH4,,998.9497375,7,Model2_EQA_CH2,Model2_EQE_CH2,,2468.537961,2699.99435,12,7,,Model2_EQA_CH3,Model1_EQC_CH1,Model2_EQC_CH1,2458.690932,936.1510413,6,8,,Model2_EQE_CH1,Model1_EQE_CH4,2676.734104,10,11,Model1_EQD_CH2,1985.494795,,,Model1_EQB_CH1,,429.3546162,,,,5,Model1_EQB_CH1,1157.189004,3057.688988,,,Model1_EQC_CH1,1918.308525,,11,6,,Model1_EQB_CH3,Model2_EQA_CH4,1047.553573,,,Model2_EQE_CH4,Model1_EQD_CH2,Model1_EQC_CH4,,14,,,Model1_EQE_CH3,,1315.095251,102.0939716,,10,Model1_EQC_CH3,Model1_EQA_CH2,2257.785166,,,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,2577.043275,,9,Model2_EQE_CH2,Model2_EQB_CH4,Model2_EQB_CH3,2567.365488,1490.125465,,Model2_EQA_CH2,Model1_EQB_CH4,282.2797942,,1251.611772,5,Model2_EQA_CH4,765.2263798,1846.507329,8,Model2_EQD_CH2,,,13,Model2_EQD_CH3,,,Model2_EQC_CH4,Model1_EQC_CH1,1122.800376,1209.585286,1372.461973,5,,12,Model2_EQB_CH1,,,,14,10,Model2_EQA_CH4,Model1_EQE_CH2,,838.5658657,,13,7,Model1_EQE_CH1,1435.689127,1811.07743,,12,,Model1_EQB_CH2,Model2_EQD_CH4,,,,,,7,80.9,4,1.6,6,2.4,5.1,45,303,128,91,147
L204W16,Model2_EQB_CH2,1543.308633,867.7963616,,,Model1_EQE_CH2,905.4235614,8,Model1_EQE_CH4,Model2_EQA_CH4,Model2_EQA_CH3,,149.9934095,2311.341537,,,Model2_EQD_CH4,,,2946.554693,11,,15,Model2_EQD_CH1,Model2_EQD_CH4,1658.696481,1766.149567,3150.194821,10,,,Model2_EQC_CH1,Model1_EQB_CH1,Model2_EQC_CH3,,,,,,Model1_EQD_CH1,,516.9032322,11,Model2_EQB_CH4,1777.785938,881.3866152,,Model2_EQA_CH2,Model2_EQE_CH2,2933.823838,2506.460199,2730.77797,,7,13,Model1_EQC_CH3,Model2_EQC_CH4,Model2_EQD_CH1,2670.486774,786.5552701,,14,12,Model2_EQE_CH1,Model2_EQC_CH4,2504.292945,,16,Model1_EQD_CH2,2464.640365,1669.728891,8,Model1_EQB_CH1,1608.995467,,3027.899929,18,11,,Model1_EQB_CH4,,2761.727785,8,9,Model1_EQC_CH1,,,12,,6,Model1_EQB_CH3,Model1_EQC_CH3,1228.125314,,,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,,,,,Model1_EQE_CH3,1579.566793,,101.6688315,,,Model1_EQC_CH3,Model1_EQA_CH2,2360.28992,,6,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,3031.454478,8,9,Model2_EQE_CH2,Model2_EQB_CH4,Model1_EQE_CH2,2517.230104,1512.723117,,Model2_EQA_CH2,Model1_EQB_CH4,,683.1440979,,8,Model2_EQD_CH4,,,12,Model2_EQD_CH2,1941.593549,,,Model2_EQB_CH3,,,Model2_EQC_CH4,Model2_EQD_CH2,,,,,,,Model2_EQB_CH1,,,,12,,Model2_EQC_CH3,Model1_EQE_CH2,5007.328732,829.4300125,413.885694,8,,Model1_EQD_CH4,1523.880152,,2362.889009,,9,Model2_EQE_CH4,Model2_EQD_CH4,2595.866097,,1181.902415,8,12,11,84.8,2.7,1.3,5.1,3.2,2.9,57,307,131,81,147
L204W17,Model2_EQB_CH2,,912.7547484,2206.627327,,Model1_EQE_CH2,986.6656141,,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,,138.6882263,2300.825782,8,9,Model2_EQD_CH4,2702.597544,,,,,,Model2_EQD_CH1,Model2_EQD_CH4,,,2564.676325,11,9,11,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,,663.9692195,168.4020005,8,,Model2_EQE_CH1,2714.467751,524.9015384,,Model2_EQB_CH4,,903.7643901,,Model2_EQA_CH2,Model2_EQE_CH2,3071.699988,2000.474884,,13,4,,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQD_CH1,-1865.749198,790.2042691,,,,Model2_EQE_CH1,Model2_EQC_CH4,2184.623091,,12,Model1_EQD_CH2,,1455.35655,16,Model1_EQB_CH1,,,,,12,,Model1_EQB_CH1,,2947.429056,,,Model1_EQC_CH1,,,,,,Model1_EQB_CH3,Model1_EQC_CH3,,,,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,1746.191377,,,,Model1_EQE_CH3,,1641.125326,,10,9,Model1_EQC_CH3,Model1_EQA_CH2,1895.986645,,,Model1_EQC_CH1,Model2_EQB_CH1,Model1_EQA_CH3,,,11,Model2_EQE_CH2,Model2_EQB_CH4,Model2_EQC_CH4,,1877.508052,11,Model1_EQC_CH4,Model1_EQB_CH4,,,1266.097409,,Model2_EQA_CH4,910.4789787,1940.381716,16,Model2_EQD_CH2,2079.173407,-70.63757962,16,Model1_EQD_CH4,,,Model2_EQC_CH4,Model2_EQE_CH4,1231.146997,1338.768495,,8,8,,Model2_EQB_CH1,,,2582.675616,11,11,Model2_EQA_CH4,Model1_EQE_CH2,921.0351171,1079.832337,,11,16,Model1_EQE_CH1,1466.899506,,2380.070141,,,Model1_EQE_CH1,Model2_EQD_CH4,-2533.293945,,,,14,8,88.7,2,2.3,0.1,4.8,2.1,47,297,113,89,156
L204W18,Model2_EQB_CH2,1187.121286,831.6635974,2388.257665,10,Model1_EQE_CH2,,12,Model1_EQC_CH1,Model2_EQB_CH1,Model2_EQA_CH3,2297.934292,,2844.652781,,,Model2_EQD_CH4,2997.408513,1394.45589,,8,,,Model2_EQD_CH1,Model2_EQD_CH4,,,2596.777119,12,12,14,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,1465.959989,751.4174156,127.2947065,7,11,Model1_EQD_CH1,,,,Model2_EQB_CH4,,1057.569483,12,Model2_EQA_CH2,Model2_EQE_CH2,2860.526535,2156.462749,,,,,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQA_CH2,2540.656183,880.2972877,9,9,,Model2_EQE_CH1,Model1_EQA_CH3,2879.918709,8,10,Model1_EQD_CH2,,,14,Model1_EQB_CH1,,,,12,,14,Model1_EQB_CH1,959.3791588,,,,Model1_EQC_CH1,1884.581934,,5,8,,Model1_EQB_CH3,Model1_EQC_CH3,1402.543975,,11,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,2078.627937,8,,10,Model1_EQE_CH3,1547.760699,,106.8721637,14,,Model1_EQC_CH3,Model1_EQA_CH2,1983.353253,15,15,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,,,11,Model2_EQE_CH2,Model1_EQA_CH2,Model1_EQE_CH2,2849.660666,,,Model2_EQA_CH2,Model1_EQC_CH2,358.0921964,610.1449061,1268.14711,10,Model2_EQA_CH4,797.8747226,,,Model1_EQE_CH2,,,11,Model2_EQD_CH3,,4,Model2_EQC_CH4,Model1_EQC_CH1,3626.314525,1080.181893,1242.192969,7,,,Model2_EQB_CH1,271.7192009,2218.253847,2257.990791,12,11,Model2_EQE_CH1,Model1_EQE_CH2,918.5851271,934.4219035,,,,Model1_EQE_CH1,1218.285604,1900.302568,2158.643763,,9,Model1_EQB_CH2,Model1_EQC_CH1,,2172.986564,1359.267884,,,,80,4.3,3.5,4.4,2.8,5,42,296,110,75,144
L204W19,Model2_EQB_CH2,1537.704037,,2245.598513,8,Model1_EQE_CH2,929.1899394,,Model1_EQE_CH4,Model1_EQC_CH1,Model2_EQA_CH3,2239.2708,153.2619205,2406.987337,10,,Model2_EQD_CH4,,1459.260019,2797.725787,7,9,17,Model2_EQD_CH1,Model2_EQD_CH4,,1737.338424,,,,8,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,1487.476444,765.202894,,7,,Model1_EQD_CH1,2683.465356,536.8158704,5,Model2_EQB_CH4,,1012.188594,,Model2_EQC_CH4,Model2_EQE_CH2,2809.293062,2286.706246,3055.763137,,,17,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQD_CH1,,834.4858805,,,7,Model2_EQE_CH1,Model2_EQC_CH4,2746.957285,12,12,Model1_EQD_CH2,,1574.743278,8,Model2_EQD_CH2,2095.090396,420.899814,2493.442768,,,,Model1_EQB_CH1,962.1053128,2348.45756,13,12,Model1_EQC_CH1,1583.010691,433.0270476,8,5,,Model1_EQB_CH3,Model1_EQC_CH3,1281.691394,,6,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,,13,9,,Model1_EQE_CH3,1250.748005,1422.076582,,8,,Model1_EQC_CH3,Model1_EQA_CH2,,,,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQA_CH3,2177.028001,,,Model2_EQE_CH2,Model2_EQA_CH1,Model1_EQE_CH2,2969.790757,,,Model2_EQA_CH2,Model2_EQD_CH1,295.0753847,585.1894998,,,Model2_EQA_CH4,,1671.197232,,Model2_EQD_CH2,1575.292178,70.8022872,5,Model1_EQC_CH1,,11,Model1_EQE_CH3,Model1_EQC_CH1,,1399.863394,1278.932459,6,,,Model2_EQB_CH1,,2514.597225,,9,,Model2_EQA_CH4,Model1_EQC_CH1,,,346.6464294,9,,Model1_EQE_CH1,1405.457957,2158.932695,2257.174825,,11,Model1_EQB_CH2,Model2_EQD_CH4,3112.688195,,,6,,5,83.4,2.2,4.3,6.4,0.5,3.2,49,298,109,84,144
L204W20,Model2_EQB_CH2,1481.508154,833.1883703,2182.448327,10,Model1_EQE_CH2,800.9253622,12,Model1_EQD_CH4,Model2_EQB_CH1,Model2_EQA_CH3,,,,8,16,Model2_EQD_CH4,2600.358315,,,15,16,12,Model2_EQD_CH1,Model2_EQD_CH4,,1934.147417,,8,8,16,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,,,,,8,Model1_EQC_CH4,,617.2965191,,Model2_EQB_CH4,1745.103521,918.0600507,,Model2_EQA_CH2,Model2_EQE_CH2,,1782.25731,,,,,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQD_CH1,2717.137353,,,,11,Model2_EQE_CH1,Model2_EQB_CH4,2579.897737,9,12,Model1_EQD_CH2,2410.330994,,,Model1_EQB_CH1,,289.7354569,,,,11,Model2_EQE_CH3,,2491.916161,7,11,Model1_EQC_CH1,,368.1634049,8,,,Model1_EQB_CH3,Model1_EQC_CH3,1118.304825,,7,Model2_EQE_CH1,Model1_EQE_CH4,Model1_EQC_CH4,1791.269923,5,10,18,Model1_EQB_CH1,1541.123731,1559.557592,124.7434957,,9,Model2_EQD_CH3,Model1_EQA_CH2,2334.340284,,6,Model2_EQA_CH2,Model1_EQB_CH3,Model1_EQA_CH3,,11,,Model1_EQB_CH3,Model2_EQB_CH4,Model1_EQE_CH2,2733.353389,1385.304932,11,Model2_EQA_CH2,Model1_EQB_CH4,320.4503721,621.2772991,1458.319266,11,Model2_EQA_CH4,941.2181079,,14,Model2_EQD_CH2,1772.654161,,8,Model2_EQD_CH3,,5,Model2_EQC_CH4,Model1_EQC_CH1,1147.793415,,,,12,,Model1_EQD_CH3,340.3272137,,,12,12,Model2_EQA_CH4,Model1_EQE_CH2,,-835.6241281,,9,,Model1_EQE_CH1,1591.560343,,2241.790417,,,Model1_EQB_CH2,Model2_EQD_CH4,2511.014396,,1505.803899,10,,,90.7,0.9,2.3,2.7,0.3,3.1,61,311,117,75,148
L204W21,Model2_EQB_CH2,,,2709.165325,9,Model1_EQE_CH2,910.0242599,,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,-2213.046556,,,,,Model2_EQD_CH4,2783.701461,,2472.656648,9,12,9,Model2_EQD_CH1,Model1_EQC_CH2,,,2855.4909,,8,,Model2_EQC_CH1,Model1_EQD_CH4,Model1_EQD_CH2,1540.523169,,144.9184312,,7,Model1_EQD_CH1,1896.593517,,,Model1_EQA_CH2,1781.212813,,10,Model2_EQA_CH2,Model2_EQE_CH3,2287.368385,2204.074832,2830.1952,,16,9,Model1_EQA_CH4,Model1_EQC_CH1,Model2_EQD_CH1,2350.235133,,,12,9,Model2_EQE_CH1,Model2_EQC_CH4,,,,Model1_EQD_CH2,,1439.252623,,Model1_EQB_CH1,2171.524209,,,,,5,Model1_EQB_CH1,1130.852126,2478.143323,11,,Model1_EQC_CH1,1921.04703,,,,,Model1_EQA_CH3,Model1_EQC_CH3,,9,9,Model2_EQD_CH2,Model1_EQE_CH4,Model2_EQD_CH4,,7,,16,Model1_EQE_CH3,,1782.409699,117.2998404,,19,Model1_EQE_CH2,Model1_EQA_CH2,2158.808467,,8,Model2_EQA_CH2,Model1_EQC_CH4,Model1_EQC_CH4,3043.745553,,,Model2_EQE_CH2,Model2_EQB_CH2,Model1_EQE_CH2,2885.528228,1670.249922,,Model2_EQD_CH4,Model1_EQD_CH3,,557.6604889,1454.346028,11,Model2_EQA_CH4,,1672.366126,,Model2_EQD_CH2,1482.914929,,11,Model2_EQC_CH1,96.0378745,15,Model2_EQC_CH4,Model1_EQC_CH1,,1336.440941,1285.128376,16,13,,Model2_EQB_CH1,,2192.334388,2082.153409,,11,Model2_EQA_CH4,Model2_EQA_CH3,950.3873914,862.5184402,308.640654,,,Model1_EQE_CH1,,2207.49481,,,,Model1_EQC_CH2,Model2_EQD_CH4,3469.748168,,1461.565377,9,9,,89.1,3.4,0.3,3.9,1.5,1.8,44,314,107,89,171
L204W22,Model2_EQB_CH2,1558.986719,819.496179,,,Model1_EQA_CH1,1025.723355,,Model1_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,,160.7042972,2625.09441,11,15,Model2_EQD_CH4,2566.677678,1372.315909,2657.199733,,7,,Model1_EQB_CH2,Model2_EQD_CH4,,1684.994866,2919.011322,,,3,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,,671.6294738,,,,Model1_EQB_CH1,2762.563702,672.1400646,11,Model2_EQB_CH4,1804.486246,,12,Model2_EQA_CH2,Model1_EQB_CH3,,1969.358052,2498.247339,9,7,5,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQD_CH1,2293.881254,746.7433477,5,12,,Model1_EQE_CH1,Model2_EQC_CH4,,,,Model1_EQD_CH2,,1704.793502,,Model1_EQB_CH1,,364.7963461,,,,,Model1_EQB_CH1,1113.9485,,,,Model1_EQC_CH1,2071.11653,,10,8,,Model1_EQB_CH3,Model1_EQD_CH4,,,,Model2_EQD_CH2,Model1_EQE_CH4,Model1_EQC_CH4,,9,9,13,Model1_EQE_CH3,,,105.959483,13,6,Model1_EQC_CH3,Model1_EQA_CH2,2071.30661,,,Model2_EQD_CH1,Model1_EQC_CH4,Model1_EQA_CH3,,,7,Model2_EQE_CH2,Model2_EQB_CH4,Model1_EQE_CH2,,1843.134567,,Model2_EQA_CH2,Model2_EQE_CH2,275.211013,,,,Model2_EQA_CH4,789.2478761,1736.35098,,Model2_EQD_CH2,1815.38262,85.76021095,11,Model2_EQD_CH3,109.0530093,10,Model2_EQC_CH4,Model1_EQC_CH1,1011.400387,,,10,11,14,Model2_EQB_CH1,372.6774419,2153.410287,2462.321934,17,,Model2_EQA_CH4,Model1_EQE_CH2,1110.47596,,378.0162724,,,Model1_EQE_CH1,1530.801249,,2355.325564,5,14,Model2_EQC_CH1,Model2_EQD_CH4,,2175.202184,1488.722654,,,,81.2,2.1,2.3,6.1,2.5,5.8,53,287,120,92,155
L204W23,Model2_EQB_CH2,,,1943.596602,,Model2_EQB_CH2,1003.419237,,Model2_EQE_CH4,Model2_EQB_CH1,Model2_EQA_CH3,,129.3158555,2533.754861,8,12,Model2_EQD_CH4,1884.763255,1144.471362,,10,,11,Model2_EQD_CH1,Model2_EQD_CH4,2003.401457,,2154.080116,,,11,Model2_EQC_CH1,Model1_EQD_CH4,Model2_EQC_CH3,,771.0138613,,9,,Model1_EQD_CH1,,552.5727994,,Model1_EQE_CH1,1953.913051,,,Model1_EQE_CH1,Model2_EQE_CH2,,2069.661807,,,,,Model1_EQC_CH3,Model1_EQC_CH1,Model2_EQD_CH1,,,9,11,,Model2_EQE_CH1,Model2_EQC_CH4,,,,Model1_EQD_CH4,1774.427438,,14,Model2_EQD_CH4,,,,,,,Model1_EQB_CH1,,2704.643985,,18,Model1_EQC_CH1,1856.461037,369.4899864,13,14,9,Model1_EQB_CH3,Model1_EQC_CH3,1106.037314,,13,Model2_EQD_CH2,Model1_EQE_CH4,Model2_EQB_CH2,1923.390979,7,12,8,Model2_EQB_CH4,,1646.233713,,15,9,Model1_EQC_CH3,Model1_EQA_CH2,,,6,Model2_EQD_CH3,Model1_EQC_CH4,Model1_EQA_CH3,,12,,Model2_EQA_CH1,Model2_EQB_CH4,Model1_EQE_CH2,3332.628831,1743.41821,6,Model2_EQA_CH2,Model1_EQB_CH4,344.2156743,,,,Model2_EQA_CH4,801.4923058,1689.47892,,Model2_EQD_CH2,1875.703642,81.11653408,,Model2_EQD_CH3,119.6365855,9,Model2_EQC_CH4,Model1_EQC_CH1,,1024.42454,,10,9,14,Model2_EQB_CH1,378.4514761,1868.782945,,12,,Model1_EQB_CH3,Model1_EQE_CH2,,,349.1548796,6,9,Model2_EQE_CH2,1341.692802,2218.737131,2417.238854,9,11,Model1_EQB_CH2,Model2_EQB_CH2,3136.790148,2527.298149,1196.527963,11,,,89.4,1.6,1,2.2,1.5,4.3,56,316,108,85,161
