Lot_Wafer_ID,Step1_R1,Step1_R2,Step1_R3,Step1_EQ,Step2_R1,Step2_EQ,Step3_R1,Step3_D1,Step3_EQ,Step4_R1,Step4_R2,Step4_R3,Step4_EQ,Step5_R1,Step5_R2,Step5_EQ,Step6_R1,Step6_EQ,Step7_R1,Step7_D1,Step7_EQ,Step8_R1,Step8_EQ,Step9_R1,Step9_R2,Step9_R3,Step9_EQ,Step10_R1,Step10_D1,Step10_EQ,Step11_R1,Step11_R2,Step11_R3,Step11_EQ,Step12_R1,Step12_R2,Step12_R3,Step12_D1,Step12_EQ,Step13_R1,Step13_R2,Step13_R3,Step13_D1,Step13_EQ,Step14_R1,Step14_EQ,Step15_R1,Step15_R2,Step15_R3,Step15_EQ,Step16_R1,Step16_R2,Step16_EQ,Step17_R1,Step17_EQ,Step18_R1,Step18_D1,Step18_EQ,Step19_R1,Step19_D1,Step19_EQ,Step20_R1,Step20_D1,Step20_EQ,Step21_R1,Step21_D1,Step21_EQ,Step22_R1,Step22_R2,Step22_R3,Step22_EQ,Step23_R1,Step23_R2,Step23_R3,Step23_EQ,Step24_R1,Step24_EQ,Step25_R1,Step25_R2,Step25_R3,Step25_EQ,Step26_R1,Step26_EQ,Step27_R1,Step27_R2,Step27_R3,Step27_EQ,Step28_R1,Step28_R2,Step28_R3,Step28_EQ,Step29_R1,Step29_R2,Step29_R3,Step29_D1,Step29_EQ,Step30_R1,Step30_R2,Step30_R3,Step30_EQ,Y,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
L266W05,844.9971747,2519.301921,1703.600113,Step1_Model1_EQC_CH2,2086.556992,Step2_Model2_EQB_CH2,3739.219347,9,Step3_Model2_EQD_CH2,957.7082112,698.0735251,,Step4_Model2_EQA_CH4,965.6473716,1015.818305,Step5_Model1_EQB_CH2,1162.598727,Step6_Model1_EQB_CH1,1894.049137,,Step7_Model1_EQA_CH1,1666.41025,Step8_Model1_EQC_CH3,,,2273.198039,Step9_Model2_EQD_CH1,759.9695716,,Step10_Model1_EQB_CH1,1375.584556,669.1869121,,Step11_Model1_EQB_CH3,2076.838148,,,17,Step12_Model1_EQD_CH1,,710.1488204,,,Step13_Model2_EQC_CH2,,Step14_Model2_EQC_CH4,1969.425848,743.1045144,,Step15_Model2_EQC_CH1,,989.9157207,Step16_Model2_EQC_CH2,2084.492091,Step17_Model2_EQD_CH3,2408.337029,,Step18_Model1_EQC_CH3,952.5905686,13,Step19_Model2_EQA_CH3,874.3196731,,Step20_Model1_EQD_CH4,2231.237108,,Step21_Model1_EQC_CH1,1897.64043,2539.11355,617.9943427,Step22_Model1_EQC_CH4,2533.742176,969.2881618,,Step23_Model2_EQA_CH4,1547.560944,Step24_Model2_EQA_CH2,950.4280429,2097.4428,,Step25_Model2_EQD_CH4,,Step26_Model1_EQA_CH4,1549.350696,1856.557417,895.8590781,Step27_Model1_EQA_CH4,,,,Step28_Model1_EQD_CH2,678.5341391,1457.857653,1831.10762,,Step29_Model2_EQB_CH2,2304.611618,,1513.601162,Step30_Model2_EQB_CH4,38.6,13.3,11.3,10.3,14.9,11.6,43,28,141,205,23
L266W06,761.9775105,,1585.469749,Step1_Model1_EQC_CH4,2170.299035,Step2_Model2_EQB_CH4,,6,Step3_Model2_EQD_CH1,828.6919016,,843.4556068,Step4_Model2_EQA_CH3,,1057.90667,Step5_Model1_EQB_CH4,1090.105961,Step6_Model1_EQB_CH1,1980.037763,,Step7_Model1_EQA_CH2,,Step8_Model1_EQC_CH1,801.0170376,1926.53902,2225.288027,Step9_Model2_EQD_CH3,736.4220077,,Step10_Model1_EQB_CH2,1418.517496,727.8862196,614.1515578,Step11_Model1_EQB_CH2,1868.533907,1913.96606,1072.117194,7,Step12_Model1_EQD_CH4,1165.703647,,688.5534562,,Step13_Model2_EQC_CH3,2426.287325,Step14_Model2_EQC_CH2,2147.574457,666.0353356,1919.597749,Step15_Model2_EQC_CH1,797.4882089,1079.060522,Step16_Model2_EQC_CH1,,Step17_Model2_EQD_CH1,2372.312074,,Step18_Model1_EQC_CH2,1056.971947,11,Step19_Model2_EQA_CH2,856.9664511,,Step20_Model1_EQD_CH1,,,Step21_Model1_EQC_CH1,2091.936534,,632.8431639,Step22_Model1_EQC_CH4,,,1269.405827,Step23_Model2_EQA_CH1,1425.831696,Step24_Model2_EQA_CH1,,1968.769231,1251.40159,Step25_Model2_EQD_CH2,,Step26_Model1_EQA_CH1,,2115.596918,,Step27_Model1_EQA_CH2,,,2287.669559,Step28_Model1_EQD_CH3,,1341.110349,1723.43162,10,Step29_Model2_EQB_CH1,2508.364992,,,Step30_Model2_EQB_CH1,48.2,10.2,9.8,10.5,10.6,10.7,89,0,6,85,3
L266W07,845.7062896,2625.505981,,Step1_Model1_EQC_CH2,2176.453122,Step2_Model2_EQB_CH4,2699.639268,,Step3_Model2_EQD_CH3,912.0652423,665.613293,835.0446051,Step4_Model2_EQA_CH3,941.9831467,993.5171133,Step5_Model1_EQB_CH2,1103.242401,Step6_Model1_EQB_CH4,1920.697789,7,Step7_Model1_EQA_CH4,1725.279918,Step8_Model1_EQC_CH3,779.6918654,2082.040655,2311.837555,Step9_Model2_EQD_CH4,770.7615111,14,Step10_Model1_EQB_CH4,,668.0201891,591.8280513,Step11_Model1_EQB_CH1,2050.557862,2053.558173,1023.551902,8,Step12_Model1_EQD_CH2,1080.255506,806.7443,631.4775384,12,Step13_Model2_EQC_CH2,,Step14_Model2_EQC_CH1,2076.082971,722.3406047,1807.23185,Step15_Model2_EQC_CH1,837.9358618,1129.518925,Step16_Model2_EQC_CH3,,Step17_Model2_EQD_CH2,2318.380768,9,Step18_Model1_EQC_CH3,1004.831896,10,Step19_Model2_EQA_CH1,,6,Step20_Model1_EQD_CH4,,,Step21_Model1_EQC_CH4,,2422.810146,,Step22_Model1_EQC_CH1,2306.844396,822.1149652,,Step23_Model2_EQA_CH1,1609.540625,Step24_Model2_EQA_CH1,,1890.319893,1170.482763,Step25_Model2_EQD_CH4,,Step26_Model1_EQA_CH3,,2019.716466,971.6026148,Step27_Model1_EQA_CH1,,,2236.570236,Step28_Model1_EQD_CH2,695.3308722,1391.225604,1848.655619,8,Step29_Model2_EQB_CH1,2335.164555,,1342.012719,Step30_Model2_EQB_CH2,0,35.9,34.8,33.6,36,37.2,1,215,17,239,572
L266W08,810.5424652,2449.821992,1639.170092,Step1_Model1_EQC_CH3,2204.305396,Step2_Model2_EQB_CH4,2480.186731,,Step3_Model2_EQD_CH2,919.1133441,677.390006,802.1386584,Step4_Model2_EQA_CH4,1042.452982,1041.396079,Step5_Model1_EQB_CH1,,Step6_Model1_EQB_CH4,1996.504389,,Step7_Model1_EQA_CH3,1606.811168,Step8_Model1_EQC_CH3,754.4724314,2023.993738,2504.501584,Step9_Model2_EQD_CH1,,,Step10_Model1_EQB_CH1,1562.420288,760.2969437,551.3592421,Step11_Model1_EQB_CH4,,,,,Step12_Model1_EQD_CH2,1252.074414,752.1996542,653.4816468,,Step13_Model2_EQC_CH4,2120.03756,Step14_Model2_EQC_CH2,2145.137488,673.993961,1969.472921,Step15_Model2_EQC_CH4,859.7034854,1099.412704,Step16_Model2_EQC_CH1,,Step17_Model2_EQD_CH2,2452.330006,11,Step18_Model1_EQC_CH4,1110.856176,,Step19_Model2_EQA_CH2,,10,Step20_Model1_EQD_CH1,2113.109433,,Step21_Model1_EQC_CH2,2118.892025,2427.144419,663.2751476,Step22_Model1_EQC_CH2,2315.161247,,1139.809062,Step23_Model2_EQA_CH1,1457.502682,Step24_Model2_EQA_CH4,904.2737996,,1153.543524,Step25_Model2_EQD_CH4,2320.57551,Step26_Model1_EQA_CH3,1655.457601,,,Step27_Model1_EQA_CH3,,,2279.19534,Step28_Model1_EQD_CH3,685.8865193,1317.153364,1754.299476,8,Step29_Model2_EQB_CH1,,,1670.16524,Step30_Model2_EQB_CH4,1.6,20,19.8,20.9,19.4,18.3,7,81,175,57,130
L266W09,795.2864393,,2396.091723,Step1_Model1_EQC_CH1,2146.648879,Step2_Model2_EQB_CH2,,10,Step3_Model2_EQD_CH4,,,769.0296558,Step4_Model2_EQA_CH1,1017.072638,1021.378597,Step5_Model1_EQB_CH1,994.6264981,Step6_Model1_EQB_CH2,1969.014603,,Step7_Model1_EQA_CH1,1555.447353,Step8_Model1_EQC_CH2,,1959.94884,2106.647514,Step9_Model2_EQD_CH2,,7,Step10_Model1_EQB_CH4,1430.04565,,,Step11_Model1_EQB_CH2,2122.543483,2025.132187,983.5381308,10,Step12_Model1_EQD_CH3,,731.8770524,691.2623322,10,Step13_Model2_EQC_CH4,2434.092516,Step14_Model2_EQC_CH1,2121.950309,654.0397029,,Step15_Model2_EQC_CH3,852.5497942,1016.120517,Step16_Model2_EQC_CH2,1902.699873,Step17_Model2_EQD_CH1,,9,Step18_Model1_EQC_CH2,1027.758548,8,Step19_Model2_EQA_CH3,771.0781896,13,Step20_Model1_EQD_CH3,2161.07096,6,Step21_Model1_EQC_CH1,2032.959982,2689.874277,971.9952507,Step22_Model1_EQC_CH3,,820.1555843,1271.777969,Step23_Model2_EQA_CH1,1590.069701,Step24_Model2_EQA_CH3,,,,Step25_Model2_EQD_CH3,2275.975494,Step26_Model1_EQA_CH2,1646.980094,,942.8497645,Step27_Model1_EQA_CH3,1906.207278,,,Step28_Model1_EQD_CH3,695.7418034,1320.591397,,12,Step29_Model2_EQB_CH2,,,1471.536571,Step30_Model2_EQB_CH3,0,38,41.5,38.9,36.3,34.6,0,1744,337,1,148
L266W10,795.371365,2496.808355,1697.65895,Step1_Model1_EQC_CH3,2360.258692,Step2_Model2_EQB_CH3,2699.189344,,Step3_Model2_EQD_CH1,,,765.6979519,Step4_Model2_EQA_CH1,,1069.513589,Step5_Model1_EQB_CH2,,Step6_Model1_EQB_CH4,1880.2777,,Step7_Model1_EQA_CH3,1562.186654,Step8_Model1_EQC_CH1,761.0495883,1807.190682,,Step9_Model2_EQD_CH1,735.8088518,11,Step10_Model1_EQB_CH1,1484.786853,672.3930855,604.8572982,Step11_Model1_EQB_CH4,2087.146482,,1054.971141,8,Step12_Model1_EQD_CH2,1249.760902,823.9721966,707.3070229,,Step13_Model2_EQC_CH3,2180.352246,Step14_Model2_EQC_CH2,2057.453446,713.3059531,,Step15_Model2_EQC_CH3,,1093.015621,Step16_Model2_EQC_CH4,1941.14028,Step17_Model2_EQD_CH4,2468.491687,,Step18_Model1_EQC_CH3,1073.764638,,Step19_Model2_EQA_CH2,,11,Step20_Model1_EQD_CH2,2261.851462,9,Step21_Model1_EQC_CH3,2162.902079,,647.8114041,Step22_Model1_EQC_CH2,,879.8724489,,Step23_Model2_EQA_CH1,,Step24_Model2_EQA_CH1,924.2421689,,1243.163206,Step25_Model2_EQD_CH2,2229.994289,Step26_Model1_EQA_CH4,1543.893022,,889.7608161,Step27_Model1_EQA_CH4,,1671.108921,2325.800974,Step28_Model1_EQD_CH1,,1366.92192,,11,Step29_Model2_EQB_CH4,2445.082073,1215.794931,,Step30_Model2_EQB_CH1,0,33.9,32.2,33.3,31.8,29.8,116,0,21,45,38
L266W11,,2520.273524,1759.747286,Step1_Model1_EQC_CH1,2373.940213,Step2_Model2_EQB_CH3,,12,Step3_Model2_EQD_CH1,884.6027866,711.1221375,749.5602311,Step4_Model2_EQA_CH3,930.6543763,962.9903447,Step5_Model1_EQB_CH4,973.6641559,Step6_Model1_EQB_CH3,2014.473944,,Step7_Model1_EQA_CH4,1597.291107,Step8_Model1_EQC_CH4,703.7147596,2016.972278,2526.579159,Step9_Model2_EQD_CH4,775.0939414,5,Step10_Model1_EQB_CH1,1394.382382,629.0249081,586.0574103,Step11_Model1_EQB_CH1,2223.728601,2027.514008,,,Step12_Model1_EQD_CH4,1194.540831,,754.6959149,,Step13_Model2_EQC_CH1,,Step14_Model2_EQC_CH1,2146.788756,,1783.447874,Step15_Model2_EQC_CH1,832.243579,,Step16_Model2_EQC_CH4,1676.379681,Step17_Model2_EQD_CH2,2510.030543,15,Step18_Model1_EQC_CH3,1029.997727,9,Step19_Model2_EQA_CH4,863.5837111,,Step20_Model1_EQD_CH1,2348.181978,,Step21_Model1_EQC_CH3,1774.760281,2523.82514,623.2707442,Step22_Model1_EQC_CH2,2360.106881,844.823224,,Step23_Model2_EQA_CH4,,Step24_Model2_EQA_CH1,896.8071083,2162.361995,,Step25_Model2_EQD_CH1,2437.205456,Step26_Model1_EQA_CH3,1655.696139,,991.3623643,Step27_Model1_EQA_CH2,1883.438153,,2318.981201,Step28_Model1_EQD_CH1,673.5203088,1328.214984,1846.575696,8,Step29_Model2_EQB_CH1,2455.007994,,,Step30_Model2_EQB_CH3,0,21.8,23.5,21.2,23.6,17.4,4,968,35,211,139
L266W12,842.6148762,2612.124942,1580.965505,Step1_Model1_EQC_CH3,2165.587377,Step2_Model2_EQB_CH4,,,Step3_Model2_EQD_CH4,,,824.6528447,Step4_Model2_EQA_CH1,945.1628983,970.885875,Step5_Model1_EQB_CH2,,Step6_Model1_EQB_CH4,1964.838939,11,Step7_Model1_EQA_CH3,1775.127118,Step8_Model1_EQC_CH2,772.1882576,2108.708977,,Step9_Model2_EQD_CH3,696.5338747,,Step10_Model1_EQB_CH4,1426.03462,627.8204078,655.6620761,Step11_Model1_EQB_CH4,1907.020757,,1071.428479,,Step12_Model1_EQD_CH1,1238.308124,,735.9709246,,Step13_Model2_EQC_CH3,2510.231812,Step14_Model2_EQC_CH1,,,,Step15_Model2_EQC_CH3,888.093555,1163.583481,Step16_Model2_EQC_CH3,,Step17_Model2_EQD_CH2,,,Step18_Model1_EQC_CH4,,,Step19_Model2_EQA_CH3,819.9153825,,Step20_Model1_EQD_CH4,2395.068161,,Step21_Model1_EQC_CH3,1999.539624,2312.717935,,Step22_Model1_EQC_CH2,2323.350451,887.573641,1224.556222,Step23_Model2_EQA_CH2,,Step24_Model2_EQA_CH4,,,1311.251224,Step25_Model2_EQD_CH3,,Step26_Model1_EQA_CH3,1653.043753,1595.201904,843.0410418,Step27_Model1_EQA_CH4,2059.524852,,2241.565566,Step28_Model1_EQD_CH2,654.5894487,1362.175039,1819.831913,13,Step29_Model2_EQB_CH4,2245.380867,1391.223053,,Step30_Model2_EQB_CH4,60.1,9.7,6.8,9.9,7.5,6,25,316,257,150,128
L266W13,772.5598336,2413.61168,1604.322838,Step1_Model1_EQC_CH1,2124.29892,Step2_Model2_EQB_CH4,,,Step3_Model2_EQD_CH4,892.3370519,656.398007,803.6791873,Step4_Model2_EQA_CH2,,987.1033902,Step5_Model1_EQB_CH4,1092.155362,Step6_Model1_EQB_CH3,1849.256092,,Step7_Model1_EQA_CH2,1600.167531,Step8_Model1_EQC_CH1,,,2150.459133,Step9_Model2_EQD_CH2,,9,Step10_Model1_EQB_CH3,,,,Step11_Model1_EQB_CH3,,,,,Step12_Model1_EQD_CH3,1152.89163,,,,Step13_Model2_EQC_CH2,2217.426587,Step14_Model2_EQC_CH1,2075.377968,665.8483268,,Step15_Model2_EQC_CH4,,,Step16_Model2_EQC_CH3,,Step17_Model2_EQD_CH3,,,Step18_Model1_EQC_CH1,1069.556546,6,Step19_Model2_EQA_CH1,,8,Step20_Model1_EQD_CH3,2187.567573,6,Step21_Model1_EQC_CH1,2033.078057,2433.485172,649.3920426,Step22_Model1_EQC_CH4,2283.330965,987.9505766,1112.986715,Step23_Model2_EQA_CH3,1669.366214,Step24_Model2_EQA_CH1,877.8384275,1837.11345,,Step25_Model2_EQD_CH4,,Step26_Model1_EQA_CH2,1887.172155,1817.856857,946.1865555,Step27_Model1_EQA_CH2,,,2202.108944,Step28_Model1_EQD_CH4,,,1901.532735,12,Step29_Model2_EQB_CH3,,,,Step30_Model2_EQB_CH3,0,25.1,27.8,28.2,26.7,25,0,22,163,145,0
L266W14,810.3881407,2566.20935,1670.630456,Step1_Model1_EQC_CH3,2252.893217,Step2_Model2_EQB_CH3,,,Step3_Model2_EQD_CH1,853.1291659,664.2851807,831.034787,Step4_Model2_EQA_CH3,936.0507914,1036.521724,Step5_Model1_EQB_CH4,1003.202671,Step6_Model1_EQB_CH2,,11,Step7_Model1_EQA_CH2,1664.376258,Step8_Model1_EQC_CH1,,,2159.377961,Step9_Model2_EQD_CH2,796.4242455,13,Step10_Model1_EQB_CH2,1481.262612,697.8532039,548.3940244,Step11_Model1_EQB_CH3,2063.092481,2021.392851,,,Step12_Model1_EQD_CH3,,,682.5068049,,Step13_Model2_EQC_CH3,2220.407021,Step14_Model2_EQC_CH2,2217.003984,,1940.653416,Step15_Model2_EQC_CH4,,,Step16_Model2_EQC_CH2,2050.653876,Step17_Model2_EQD_CH4,,,Step18_Model1_EQC_CH1,1045.661338,,Step19_Model2_EQA_CH4,760.6618345,16,Step20_Model1_EQD_CH4,2297.392477,,Step21_Model1_EQC_CH4,2232.124677,2470.77986,,Step22_Model1_EQC_CH4,2110.879963,820.3018213,1158.114701,Step23_Model2_EQA_CH4,1458.891251,Step24_Model2_EQA_CH4,,,1301.48353,Step25_Model2_EQD_CH1,2112.210309,Step26_Model1_EQA_CH3,1669.292064,1898.172281,936.943181,Step27_Model1_EQA_CH4,,1443.386006,2347.093613,Step28_Model1_EQD_CH3,,1362.978948,1776.705953,,Step29_Model2_EQB_CH1,2479.330993,1295.494812,,Step30_Model2_EQB_CH2,0,36.9,39.7,35.5,36.4,33.5,123,769,1,56,207
L266W15,,,1576.000917,Step1_Model1_EQC_CH2,2404.335426,Step2_Model2_EQB_CH4,2729.123261,,Step3_Model2_EQD_CH1,945.099266,,864.2879188,Step4_Model2_EQA_CH2,928.8686656,1008.049188,Step5_Model1_EQB_CH3,1009.57038,Step6_Model1_EQB_CH2,2133.671944,,Step7_Model1_EQA_CH1,1678.220479,Step8_Model1_EQC_CH4,801.159464,,,Step9_Model2_EQD_CH1,769.3657394,,Step10_Model1_EQB_CH1,1415.411527,,623.8083477,Step11_Model1_EQB_CH2,2213.024685,1958.897282,1154.881913,,Step12_Model1_EQD_CH3,,763.9377719,744.0770609,,Step13_Model2_EQC_CH2,2162.819671,Step14_Model2_EQC_CH2,2250.215712,665.2257627,1891.518864,Step15_Model2_EQC_CH4,,1190.754926,Step16_Model2_EQC_CH3,1908.646432,Step17_Model2_EQD_CH4,,9,Step18_Model1_EQC_CH3,971.4631683,,Step19_Model2_EQA_CH4,767.6944684,,Step20_Model1_EQD_CH1,,12,Step21_Model1_EQC_CH1,2029.859444,,583.9083526,Step22_Model1_EQC_CH1,2349.45535,884.1405984,1315.02905,Step23_Model2_EQA_CH3,1572.09198,Step24_Model2_EQA_CH2,905.2484041,1744.794238,1126.970691,Step25_Model2_EQD_CH1,2491.165605,Step26_Model1_EQA_CH4,1437.56378,1879.582368,1009.21151,Step27_Model1_EQA_CH4,,1555.761467,2251.318787,Step28_Model1_EQD_CH4,697.2282046,1306.405204,1826.246128,,Step29_Model2_EQB_CH1,,,1355.994641,Step30_Model2_EQB_CH1,38.9,12.7,13.5,9.3,14.3,11.3,45,256,45,362,35
L266W16,781.3704319,2388.294316,1701.904582,Step1_Model1_EQC_CH1,,Step2_Model2_EQB_CH3,2599.023113,,Step3_Model2_EQD_CH3,1008.68289,715.5215001,821.3794782,Step4_Model2_EQA_CH1,974.0777976,1086.519571,Step5_Model1_EQB_CH4,1075.591011,Step6_Model1_EQB_CH1,1972.200638,,Step7_Model1_EQA_CH4,1732.257267,Step8_Model1_EQC_CH3,715.4923564,1928.201879,,Step9_Model2_EQD_CH1,739.9487812,,Step10_Model1_EQB_CH4,1425.297866,667.58539,,Step11_Model1_EQB_CH3,,2132.339049,1078.255816,,Step12_Model1_EQD_CH2,1169.161782,798.4329171,673.2409629,,Step13_Model2_EQC_CH3,2287.282799,Step14_Model2_EQC_CH4,2125.433934,758.7648722,1942.029552,Step15_Model2_EQC_CH1,932.7964132,,Step16_Model2_EQC_CH1,,Step17_Model2_EQD_CH2,2530.395972,10,Step18_Model1_EQC_CH1,1025.010006,8,Step19_Model2_EQA_CH2,861.2523693,,Step20_Model1_EQD_CH3,2032.710537,6,Step21_Model1_EQC_CH3,2144.259081,2502.023746,603.4299797,Step22_Model1_EQC_CH2,,,,Step23_Model2_EQA_CH1,,Step24_Model2_EQA_CH1,,1859.088313,,Step25_Model2_EQD_CH2,2395.003415,Step26_Model1_EQA_CH1,1494.054803,1949.447,,Step27_Model1_EQA_CH3,,1642.659054,2385.520632,Step28_Model1_EQD_CH4,,1474.73334,1968.111048,9,Step29_Model2_EQB_CH2,2540.538951,1255.911003,,Step30_Model2_EQB_CH1,26.2,13.9,17.1,14.1,16.3,12.4,18,67,7,133,0
L266W17,901.079575,2518.339796,1655.398717,Step1_Model1_EQC_CH1,2178.358341,Step2_Model2_EQB_CH1,2629.811424,9,Step3_Model2_EQD_CH4,865.7057214,717.3848319,806.926551,Step4_Model2_EQA_CH4,,1059.027674,Step5_Model1_EQB_CH1,1030.625054,Step6_Model1_EQB_CH3,,,Step7_Model1_EQA_CH3,1532.96691,Step8_Model1_EQC_CH4,800.9055595,1823.643972,2274.481541,Step9_Model2_EQD_CH2,768.5925459,,Step10_Model1_EQB_CH2,1498.648271,,640.6823208,Step11_Model1_EQB_CH1,2062.153021,2076.716779,1019.196848,8,Step12_Model1_EQD_CH3,1211.746731,,681.779291,,Step13_Model2_EQC_CH2,2057.901492,Step14_Model2_EQC_CH1,,,2043.624675,Step15_Model2_EQC_CH3,923.1622634,1177.603344,Step16_Model2_EQC_CH1,,Step17_Model2_EQD_CH3,2596.342939,10,Step18_Model1_EQC_CH2,1058.242325,,Step19_Model2_EQA_CH3,832.8582159,17,Step20_Model1_EQD_CH2,2326.546973,14,Step21_Model1_EQC_CH1,2041.408964,,673.8547937,Step22_Model1_EQC_CH2,2581.262308,912.6985089,,Step23_Model2_EQA_CH3,,Step24_Model2_EQA_CH2,949.9543945,,1112.620295,Step25_Model2_EQD_CH2,2519.429988,Step26_Model1_EQA_CH3,1540.608939,3066.074692,894.8022513,Step27_Model1_EQA_CH4,2038.079296,1734.06749,2185.587798,Step28_Model1_EQD_CH1,702.5077609,,1967.906981,,Step29_Model2_EQB_CH1,,,1343.220337,Step30_Model2_EQB_CH4,0,33.8,34.5,33,33,31.9,1,184,428,1,3
L266W18,791.5212715,2296.592399,1715.444384,Step1_Model1_EQC_CH1,1997.963681,Step2_Model2_EQB_CH4,2557.384456,,Step3_Model2_EQD_CH1,,,859.529798,Step4_Model2_EQA_CH2,,,Step5_Model1_EQB_CH4,1109.283647,Step6_Model1_EQB_CH1,2039.228219,,Step7_Model1_EQA_CH2,1911.168407,Step8_Model1_EQC_CH4,791.9035969,1941.669063,,Step9_Model2_EQD_CH3,786.9971505,,Step10_Model1_EQB_CH1,1352.895005,1095.129048,,Step11_Model1_EQB_CH1,2264.114252,2046.24231,,8,Step12_Model1_EQD_CH2,,784.4937123,664.6799693,,Step13_Model2_EQC_CH3,2242.589542,Step14_Model2_EQC_CH4,,,1771.13509,Step15_Model2_EQC_CH4,,1175.505862,Step16_Model2_EQC_CH2,1826.067186,Step17_Model2_EQD_CH4,2453.077424,,Step18_Model1_EQC_CH4,1004.319242,,Step19_Model2_EQA_CH2,,,Step20_Model1_EQD_CH4,2312.574454,,Step21_Model1_EQC_CH1,1755.714667,2364.784968,610.1300663,Step22_Model1_EQC_CH1,2471.823191,945.3237884,,Step23_Model2_EQA_CH1,1449.780403,Step24_Model2_EQA_CH3,,,1156.384021,Step25_Model2_EQD_CH2,,Step26_Model1_EQA_CH2,,1863.958863,,Step27_Model1_EQA_CH3,1918.854279,1839.603795,,Step28_Model1_EQD_CH3,684.6956034,1309.534045,1832.142089,8,Step29_Model2_EQB_CH1,2603.164392,1269.705037,1402.910041,Step30_Model2_EQB_CH1,68.9,7.2,8.3,6.6,6.6,2.4,67,604,0,78,4
L266W19,799.1302986,,,Step1_Model1_EQC_CH3,2086.728125,Step2_Model2_EQB_CH2,2375.017408,9,Step3_Model2_EQD_CH2,958.8878681,,804.3388061,Step4_Model2_EQA_CH1,989.453312,1041.578052,Step5_Model1_EQB_CH1,,Step6_Model1_EQB_CH1,,11,Step7_Model1_EQA_CH1,1710.700176,Step8_Model1_EQC_CH4,676.0613579,1886.371563,2352.188723,Step9_Model2_EQD_CH1,,7,Step10_Model1_EQB_CH3,,,,Step11_Model1_EQB_CH3,2275.168249,1862.661313,998.6636225,11,Step12_Model1_EQD_CH2,1136.469484,814.5530933,,15,Step13_Model2_EQC_CH2,,Step14_Model2_EQC_CH2,2201.414198,758.0336726,1996.229983,Step15_Model2_EQC_CH1,,1057.170206,Step16_Model2_EQC_CH4,1702.595374,Step17_Model2_EQD_CH2,2246.721951,11,Step18_Model1_EQC_CH3,983.7284941,10,Step19_Model2_EQA_CH3,830.9769857,11,Step20_Model1_EQD_CH4,,,Step21_Model1_EQC_CH2,2273.071034,,611.5277437,Step22_Model1_EQC_CH3,2288.921736,892.0316229,1273.363208,Step23_Model2_EQA_CH2,1595.306443,Step24_Model2_EQA_CH3,855.2881064,,,Step25_Model2_EQD_CH4,2248.870986,Step26_Model1_EQA_CH4,,1977.92088,1017.075813,Step27_Model1_EQA_CH2,1946.803777,1580.892387,2132.918127,Step28_Model1_EQD_CH3,672.078938,1291.192956,1829.776375,,Step29_Model2_EQB_CH1,2332.70491,,1442.189413,Step30_Model2_EQB_CH3,0,39.6,35.5,33.9,38.6,37.4,355,427,1,1,655
L266W20,,,1642.438083,Step1_Model1_EQC_CH1,2053.478305,Step2_Model2_EQB_CH2,,,Step3_Model2_EQD_CH4,,678.0709122,837.3483707,Step4_Model2_EQA_CH1,951.6633328,1089.769843,Step5_Model1_EQB_CH3,1010.083932,Step6_Model1_EQB_CH1,,,Step7_Model1_EQA_CH2,1647.346693,Step8_Model1_EQC_CH1,,1877.523125,2312.462638,Step9_Model2_EQD_CH4,,,Step10_Model1_EQB_CH3,,,625.4031593,Step11_Model1_EQB_CH3,,2029.392687,,6,Step12_Model1_EQD_CH3,1120.054801,725.5712014,677.7822279,16,Step13_Model2_EQC_CH1,,Step14_Model2_EQC_CH4,2002.450431,,1797.343225,Step15_Model2_EQC_CH2,,,Step16_Model2_EQC_CH4,1906.885417,Step17_Model2_EQD_CH2,2127.842718,6,Step18_Model1_EQC_CH1,,8,Step19_Model2_EQA_CH1,846.6891914,,Step20_Model1_EQD_CH1,2209.073677,,Step21_Model1_EQC_CH1,2086.450287,2330.78696,666.0460133,Step22_Model1_EQC_CH3,2230.649269,,1133.295867,Step23_Model2_EQA_CH4,1690.504114,Step24_Model2_EQA_CH1,,1956.088996,,Step25_Model2_EQD_CH2,2341.839121,Step26_Model1_EQA_CH2,1654.91246,,1026.470667,Step27_Model1_EQA_CH2,1994.675007,1538.258005,,Step28_Model1_EQD_CH4,706.0906498,1250.933295,1806.213988,9,Step29_Model2_EQB_CH4,2459.137544,1223.723979,1482.817564,Step30_Model2_EQB_CH1,35.4,15.3,12.8,14.4,10.8,11.3,0,224,456,7,17
