Lot_Wafer_ID,Lot_ID,Wafer_Slot,Step1_Config,Step2_Config,Step3_Config,Step4_Config,Step5_Config,Step6_Config,Step7_Config,Step8_Config,Step9_Config,Step10_Config,Step11_Config,Step12_Config,Step13_Config,Step14_Config,Step15_Config,Step16_Config,Step17_Config,Step18_Config,Step19_Config,Step20_Config,Step21_Config,Step22_Config,Step23_Config,Step24_Config,Step25_Config,Step26_Config,Step27_Config,Step28_Config,Step29_Config,Step30_Config,Step1_R1,Step2_R1,Step3_R1,Step4_R1,Step4_R2,Step5_R1,Step6_R1,Step6_R2,Step7_R1,Step7_R2,Step8_R1,Step9_R1,Step9_R2,Step10_R1,Step11_R1,Step12_R1,Step12_R2,Step13_R1,Step13_R2,Step13_R3,Step14_R1,Step14_R2,Step14_R3,Step15_R1,Step15_R2,Step16_R1,Step17_R1,Step18_R1,Step19_R1,Step20_R1,Step21_R1,Step22_R1,Step22_R2,Step22_R3,Step23_R1,Step24_R1,Step24_R2,Step25_R1,Step25_R2,Step25_R3,Step26_R1,Step27_R1,Step28_R1,Step28_R2,Step28_R3,Step29_R1,Step29_R2,Step30_R1,Step1_D1,Step6_D1,Step8_D1,Step11_D1,Step13_D1,Step14_D1,Step21_D1,Step22_D1,Step27_D1,Step30_D1,Y,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
L070W25,L070,25,Step1_Model3_EQB_CH3,Step2_Model2_EQB_CH1,Step3_Model2_EQA_CH3,Step4_Model2_EQC_CH3,Step5_Model3_EQC_CH3,Step6_Model3_EQA_CH3,Step7_Model1_EQA_CH4,Step8_Model3_EQC_CH2,Step9_Model2_EQB_CH3,Step10_Model3_EQB_CH1,Step11_Model2_EQC_CH2,Step12_Model1_EQC_CH3,Step13_Model3_EQB_CH3,Step14_Model2_EQC_CH1,Step15_Model1_EQC_CH4,Step16_Model1_EQA_CH1,Step17_Model3_EQC_CH4,Step18_Model3_EQA_CH4,Step19_Model2_EQA_CH4,Step20_Model1_EQA_CH3,Step21_Model2_EQA_CH3,Step22_Model1_EQA_CH4,Step23_Model2_EQA_CH4,Step24_Model2_EQB_CH3,Step25_Model3_EQC_CH4,Step26_Model3_EQB_CH3,Step27_Model3_EQC_CH4,Step28_Model3_EQB_CH3,Step29_Model1_EQC_CH1,Step30_Model3_EQC_CH4,,,43.41,,,52.34,,,,,,,52.83,,,55.19,,,,,37.87,,,,,,,,,47.11,,,,,,59.56,,,,,,,,,,,,,,,,,,9,,,,,86.4,4.5,6.8,0.8,1.3,0.2,105,564,76,18,44
L071W01,L071,1,Step1_Model1_EQB_CH3,Step2_Model2_EQA_CH3,Step3_Model2_EQC_CH1,Step4_Model2_EQC_CH1,Step5_Model3_EQB_CH4,Step6_Model2_EQC_CH1,Step7_Model1_EQB_CH2,Step8_Model2_EQA_CH2,Step9_Model2_EQC_CH3,Step10_Model1_EQA_CH1,Step11_Model3_EQC_CH4,Step12_Model3_EQA_CH4,Step13_Model3_EQB_CH4,Step14_Model2_EQC_CH4,Step15_Model2_EQB_CH3,Step16_Model1_EQC_CH1,Step17_Model2_EQC_CH1,Step18_Model3_EQB_CH1,Step19_Model2_EQA_CH1,Step20_Model1_EQA_CH4,Step21_Model2_EQA_CH4,Step22_Model3_EQA_CH3,Step23_Model1_EQA_CH3,Step24_Model3_EQC_CH4,Step25_Model2_EQA_CH2,Step26_Model3_EQC_CH1,Step27_Model3_EQB_CH3,Step28_Model2_EQB_CH4,Step29_Model1_EQC_CH1,Step30_Model2_EQB_CH1,,,,,,,65.84,,57.73,,,,,,,,,,,,38.93,,35.16,,,,,,,,61.05,,,48.75,48.38,,,54.51,62.37,,,,,,,58.38,55.18,,,,,,,,,,,,91,0.5,6.3,1.1,0.7,0.4,27,1906,580,2,51
L071W02,L071,2,Step1_Model1_EQB_CH4,Step2_Model2_EQA_CH2,Step3_Model2_EQC_CH2,Step4_Model2_EQC_CH3,Step5_Model3_EQB_CH4,Step6_Model2_EQC_CH3,Step7_Model1_EQB_CH2,Step8_Model2_EQA_CH3,Step9_Model2_EQC_CH3,Step10_Model1_EQA_CH2,Step11_Model3_EQC_CH1,Step12_Model3_EQA_CH1,Step13_Model3_EQB_CH2,Step14_Model2_EQC_CH1,Step15_Model2_EQB_CH4,Step16_Model1_EQC_CH1,Step17_Model2_EQC_CH2,Step18_Model3_EQB_CH4,Step19_Model2_EQA_CH3,Step20_Model1_EQA_CH2,Step21_Model2_EQA_CH2,Step22_Model3_EQA_CH1,Step23_Model1_EQA_CH4,Step24_Model3_EQC_CH2,Step25_Model2_EQA_CH4,Step26_Model3_EQC_CH4,Step27_Model3_EQB_CH1,Step28_Model2_EQB_CH2,Step29_Model1_EQC_CH4,Step30_Model2_EQB_CH4,38.95,34.65,,,,,,66.06,,,,40.61,,,,,,,,,42.69,,,,,,,,,,,,,,,,58.56,58.96,,,,,58.93,,43.58,,,,,,,,,,,,,,93.6,3,0.5,0.9,1.5,0.5,77,18,76,0,8
L071W03,L071,3,Step1_Model1_EQB_CH3,Step2_Model2_EQA_CH1,Step3_Model2_EQC_CH2,Step4_Model2_EQC_CH4,Step5_Model3_EQB_CH1,Step6_Model2_EQC_CH2,Step7_Model1_EQB_CH4,Step8_Model2_EQA_CH2,Step9_Model2_EQC_CH2,Step10_Model1_EQA_CH1,Step11_Model3_EQC_CH1,Step12_Model3_EQA_CH3,Step13_Model3_EQB_CH3,Step14_Model2_EQC_CH3,Step15_Model2_EQB_CH4,Step16_Model1_EQC_CH3,Step17_Model2_EQC_CH2,Step18_Model3_EQB_CH1,Step19_Model2_EQA_CH2,Step20_Model1_EQA_CH1,Step21_Model2_EQA_CH1,Step22_Model3_EQA_CH2,Step23_Model1_EQA_CH2,Step24_Model3_EQC_CH4,Step25_Model2_EQA_CH1,Step26_Model3_EQC_CH3,Step27_Model3_EQB_CH4,Step28_Model2_EQB_CH3,Step29_Model1_EQC_CH4,Step30_Model2_EQB_CH1,,,38.64,,,,,,,,35.35,,,,,,,,,,,,,,,,26.85,,,49.38,58.37,46.33,44.18,,,,,,,,,,,56.98,56.05,,,,,,,,,,,,,,91.8,1.2,3.4,0.6,2.7,0.3,13,79,217,82,41
L071W04,L071,4,Step1_Model1_EQB_CH2,Step2_Model2_EQA_CH2,Step3_Model2_EQC_CH1,Step4_Model2_EQC_CH2,Step5_Model3_EQB_CH1,Step6_Model2_EQC_CH1,Step7_Model1_EQB_CH1,Step8_Model2_EQA_CH4,Step9_Model2_EQC_CH2,Step10_Model1_EQA_CH4,Step11_Model3_EQC_CH3,Step12_Model3_EQA_CH1,Step13_Model3_EQB_CH2,Step14_Model2_EQC_CH3,Step15_Model2_EQB_CH1,Step16_Model1_EQC_CH3,Step17_Model2_EQC_CH4,Step18_Model3_EQB_CH4,Step19_Model2_EQA_CH2,Step20_Model1_EQA_CH3,Step21_Model2_EQA_CH3,Step22_Model3_EQA_CH4,Step23_Model1_EQA_CH4,Step24_Model3_EQC_CH2,Step25_Model2_EQA_CH1,Step26_Model3_EQC_CH2,Step27_Model3_EQB_CH4,Step28_Model2_EQB_CH2,Step29_Model1_EQC_CH1,Step30_Model2_EQB_CH4,53.7,32.71,41.66,,,,,,,,,,,,,,,,,,38.74,,,,,,,,,,60.81,,40.78,,,62.75,,,,,46.96,,,,,,,,,,,9,,,,,,9,91.7,1,2.2,1.9,3,0.2,4,451,10,187,23
L071W05,L071,5,Step1_Model1_EQB_CH1,Step2_Model2_EQA_CH2,Step3_Model2_EQC_CH1,Step4_Model2_EQC_CH4,Step5_Model3_EQB_CH4,Step6_Model2_EQC_CH1,Step7_Model1_EQB_CH2,Step8_Model2_EQA_CH2,Step9_Model2_EQC_CH2,Step10_Model1_EQA_CH2,Step11_Model3_EQC_CH3,Step12_Model3_EQA_CH3,Step13_Model3_EQB_CH1,Step14_Model2_EQC_CH3,Step15_Model2_EQB_CH3,Step16_Model1_EQC_CH3,Step17_Model2_EQC_CH1,Step18_Model3_EQB_CH3,Step19_Model2_EQA_CH2,Step20_Model1_EQA_CH2,Step21_Model2_EQA_CH1,Step22_Model3_EQA_CH1,Step23_Model1_EQA_CH1,Step24_Model3_EQC_CH4,Step25_Model2_EQA_CH3,Step26_Model3_EQC_CH1,Step27_Model3_EQB_CH1,Step28_Model2_EQB_CH1,Step29_Model1_EQC_CH2,Step30_Model2_EQB_CH1,,,,,,,,,,54.39,52.26,,,,,60.95,,28.1,,,,,,,38.11,,,,58.36,,,,48.34,47.28,,,,,,56.88,46.9,,,,58.68,,,38.94,,,,,7,,,,,,84.7,2.6,1.9,3.3,6.4,1.1,36,136,1,201,263
L071W06,L071,6,Step1_Model1_EQB_CH2,Step2_Model2_EQA_CH2,Step3_Model2_EQC_CH4,Step4_Model2_EQC_CH1,Step5_Model3_EQB_CH4,Step6_Model2_EQC_CH1,Step7_Model1_EQB_CH3,Step8_Model2_EQA_CH1,Step9_Model2_EQC_CH1,Step10_Model1_EQA_CH1,Step11_Model3_EQC_CH1,Step12_Model3_EQA_CH1,Step13_Model3_EQB_CH1,Step14_Model2_EQC_CH4,Step15_Model2_EQB_CH3,Step16_Model1_EQC_CH4,Step17_Model2_EQC_CH3,Step18_Model3_EQB_CH4,Step19_Model2_EQA_CH4,Step20_Model1_EQA_CH1,Step21_Model2_EQA_CH4,Step22_Model3_EQA_CH3,Step23_Model1_EQA_CH2,Step24_Model3_EQC_CH3,Step25_Model2_EQA_CH4,Step26_Model3_EQC_CH2,Step27_Model3_EQB_CH1,Step28_Model2_EQB_CH2,Step29_Model1_EQC_CH1,Step30_Model2_EQB_CH3,,,,,,,,67.03,,,50.95,,,,,,,,,,,,33.32,,,,,,,,,,,,,,,,61.01,,,,,,,,56.98,,,,,6,,,,,,,87.1,0.9,5.9,3.3,2.7,0.1,3,982,15,41,47
L071W07,L071,7,Step1_Model1_EQB_CH2,Step2_Model2_EQA_CH2,Step3_Model2_EQC_CH2,Step4_Model2_EQC_CH1,Step5_Model3_EQB_CH1,Step6_Model2_EQC_CH3,Step7_Model1_EQB_CH3,Step8_Model2_EQA_CH4,Step9_Model2_EQC_CH1,Step10_Model1_EQA_CH3,Step11_Model3_EQC_CH2,Step12_Model3_EQA_CH2,Step13_Model3_EQB_CH2,Step14_Model2_EQC_CH3,Step15_Model2_EQB_CH2,Step16_Model1_EQC_CH2,Step17_Model2_EQC_CH1,Step18_Model3_EQB_CH1,Step19_Model2_EQA_CH3,Step20_Model1_EQA_CH1,Step21_Model2_EQA_CH4,Step22_Model3_EQA_CH3,Step23_Model1_EQA_CH4,Step24_Model3_EQC_CH4,Step25_Model2_EQA_CH3,Step26_Model3_EQC_CH1,Step27_Model3_EQB_CH1,Step28_Model2_EQB_CH3,Step29_Model1_EQC_CH4,Step30_Model2_EQB_CH3,,31.66,,,,,,,65.28,,,,,,,,,,,,,,,,,,,,,,,,,,46.08,,,,,,,,,,,,,,,,,10,,,,12,,,91.5,1.4,2.4,2,2.5,0.2,47,59,4,124,258
L071W08,L071,8,Step1_Model1_EQB_CH3,Step2_Model2_EQA_CH2,Step3_Model2_EQC_CH2,Step4_Model2_EQC_CH4,Step5_Model3_EQB_CH1,Step6_Model2_EQC_CH2,Step7_Model1_EQB_CH2,Step8_Model2_EQA_CH4,Step9_Model2_EQC_CH3,Step10_Model1_EQA_CH2,Step11_Model3_EQC_CH1,Step12_Model3_EQA_CH4,Step13_Model3_EQB_CH2,Step14_Model2_EQC_CH4,Step15_Model2_EQB_CH2,Step16_Model1_EQC_CH2,Step17_Model2_EQC_CH4,Step18_Model3_EQB_CH1,Step19_Model2_EQA_CH1,Step20_Model1_EQA_CH3,Step21_Model2_EQA_CH2,Step22_Model3_EQA_CH3,Step23_Model1_EQA_CH4,Step24_Model3_EQC_CH3,Step25_Model2_EQA_CH4,Step26_Model3_EQC_CH1,Step27_Model3_EQB_CH4,Step28_Model2_EQB_CH4,Step29_Model1_EQC_CH3,Step30_Model2_EQB_CH2,,36.7,,,48.39,,,,,,,,,38.38,,,,,,,,,,,,,,,,,65.8,42.83,,,,,,,67.75,,,,,,,67.66,,36.16,,,,,,,,,,,95,0.4,2,1,1.3,0.3,90,5,8,58,5
L071W09,L071,9,Step1_Model1_EQB_CH3,Step2_Model2_EQA_CH1,Step3_Model2_EQC_CH1,Step4_Model2_EQC_CH1,Step5_Model3_EQB_CH2,Step6_Model2_EQC_CH3,Step7_Model1_EQB_CH4,Step8_Model2_EQA_CH4,Step9_Model2_EQC_CH2,Step10_Model1_EQA_CH1,Step11_Model3_EQC_CH2,Step12_Model3_EQA_CH4,Step13_Model3_EQB_CH1,Step14_Model2_EQC_CH2,Step15_Model2_EQB_CH4,Step16_Model1_EQC_CH4,Step17_Model2_EQC_CH2,Step18_Model3_EQB_CH4,Step19_Model2_EQA_CH3,Step20_Model1_EQA_CH3,Step21_Model2_EQA_CH1,Step22_Model3_EQA_CH3,Step23_Model1_EQA_CH3,Step24_Model3_EQC_CH2,Step25_Model2_EQA_CH1,Step26_Model3_EQC_CH2,Step27_Model3_EQB_CH2,Step28_Model2_EQB_CH3,Step29_Model1_EQC_CH3,Step30_Model2_EQB_CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.98,,,,,,58.26,,,,,,,,,,,,,,,,,,,,,,,92.3,0.8,0.9,2.1,3.1,0.8,62,3,163,1,42
L071W10,L071,10,Step1_Model1_EQB_CH4,Step2_Model2_EQA_CH1,Step3_Model2_EQC_CH3,Step4_Model2_EQC_CH4,Step5_Model3_EQB_CH2,Step6_Model2_EQC_CH3,Step7_Model1_EQB_CH1,Step8_Model2_EQA_CH1,Step9_Model2_EQC_CH2,Step10_Model1_EQA_CH4,Step11_Model3_EQC_CH2,Step12_Model3_EQA_CH4,Step13_Model3_EQB_CH3,Step14_Model2_EQC_CH1,Step15_Model2_EQB_CH4,Step16_Model1_EQC_CH2,Step17_Model2_EQC_CH3,Step18_Model3_EQB_CH4,Step19_Model2_EQA_CH3,Step20_Model1_EQA_CH3,Step21_Model2_EQA_CH2,Step22_Model3_EQA_CH2,Step23_Model1_EQA_CH3,Step24_Model3_EQC_CH3,Step25_Model2_EQA_CH4,Step26_Model3_EQC_CH2,Step27_Model3_EQB_CH4,Step28_Model2_EQB_CH1,Step29_Model1_EQC_CH4,Step30_Model2_EQB_CH3,,36.24,,,,,,,,,56.69,,35.93,,,,,43.23,39.94,,,,,,,,,,,39.52,62.92,47.83,,45.47,,,,,,,,,,,,,,,,,,13,,,,,,,92.8,1,1.4,0.3,3.5,1,10,92,62,393,1
L071W11,L071,11,Step1_Model1_EQB_CH1,Step2_Model2_EQA_CH4,Step3_Model2_EQC_CH1,Step4_Model2_EQC_CH2,Step5_Model3_EQB_CH4,Step6_Model2_EQC_CH4,Step7_Model1_EQB_CH2,Step8_Model2_EQA_CH4,Step9_Model2_EQC_CH1,Step10_Model1_EQA_CH2,Step11_Model3_EQC_CH1,Step12_Model3_EQA_CH4,Step13_Model3_EQB_CH4,Step14_Model2_EQC_CH4,Step15_Model2_EQB_CH4,Step16_Model1_EQC_CH1,Step17_Model2_EQC_CH4,Step18_Model3_EQB_CH2,Step19_Model2_EQA_CH2,Step20_Model1_EQA_CH3,Step21_Model2_EQA_CH2,Step22_Model3_EQA_CH3,Step23_Model1_EQA_CH2,Step24_Model3_EQC_CH2,Step25_Model2_EQA_CH4,Step26_Model3_EQC_CH2,Step27_Model3_EQB_CH4,Step28_Model2_EQB_CH4,Step29_Model1_EQC_CH2,Step30_Model2_EQB_CH1,,,,,,,,,,,,,,,,,,41.15,44.39,,,,,,,59.19,,,60.87,,,,,,,,,,,,,,,,57.49,,49.8,,,,,,,,,,,4,89.4,0.6,3.1,1.7,5,0.2,21,194,186,41,803
L071W12,L071,12,Step1_Model1_EQB_CH4,Step2_Model2_EQA_CH2,Step3_Model2_EQC_CH1,Step4_Model2_EQC_CH2,Step5_Model3_EQB_CH2,Step6_Model2_EQC_CH1,Step7_Model1_EQB_CH2,Step8_Model2_EQA_CH4,Step9_Model2_EQC_CH3,Step10_Model1_EQA_CH3,Step11_Model3_EQC_CH2,Step12_Model3_EQA_CH3,Step13_Model3_EQB_CH3,Step14_Model2_EQC_CH3,Step15_Model2_EQB_CH4,Step16_Model1_EQC_CH4,Step17_Model2_EQC_CH3,Step18_Model3_EQB_CH1,Step19_Model2_EQA_CH1,Step20_Model1_EQA_CH1,Step21_Model2_EQA_CH4,Step22_Model3_EQA_CH4,Step23_Model1_EQA_CH4,Step24_Model3_EQC_CH4,Step25_Model2_EQA_CH3,Step26_Model3_EQC_CH4,Step27_Model3_EQB_CH3,Step28_Model2_EQB_CH1,Step29_Model1_EQC_CH3,Step30_Model2_EQB_CH1,,,,44.12,,45.91,,,,,,43.83,,37.69,,,,,41.41,,,,,,,,,,,,,,,,,,,61,,66.57,,,,,,,,,,,,,,,,,,,84.5,1.3,8.1,1.3,4.2,0.6,5,379,34,5,102
L071W13,L071,13,Step1_Model1_EQB_CH4,Step2_Model2_EQA_CH1,Step3_Model2_EQC_CH1,Step4_Model2_EQC_CH3,Step5_Model3_EQB_CH1,Step6_Model2_EQC_CH2,Step7_Model1_EQB_CH1,Step8_Model2_EQA_CH4,Step9_Model2_EQC_CH1,Step10_Model1_EQA_CH2,Step11_Model3_EQC_CH3,Step12_Model3_EQA_CH1,Step13_Model3_EQB_CH2,Step14_Model2_EQC_CH4,Step15_Model2_EQB_CH4,Step16_Model1_EQC_CH3,Step17_Model2_EQC_CH4,Step18_Model3_EQB_CH2,Step19_Model2_EQA_CH1,Step20_Model1_EQA_CH2,Step21_Model2_EQA_CH3,Step22_Model3_EQA_CH1,Step23_Model1_EQA_CH2,Step24_Model3_EQC_CH3,Step25_Model2_EQA_CH3,Step26_Model3_EQC_CH1,Step27_Model3_EQB_CH1,Step28_Model2_EQB_CH4,Step29_Model1_EQC_CH4,Step30_Model2_EQB_CH1,,,43.46,,,50.05,80.75,,59.82,,,,32.21,37.29,,,,,,,,39.2,,40.34,,,,,,,,,,,,,,,,61.52,,,,,,,,,,,,,,,,,16,,93.1,3,2,1.1,0.6,0.2,32,136,294,40,375
L071W14,L071,14,Step1_Model1_EQB_CH4,Step2_Model2_EQA_CH1,Step3_Model2_EQC_CH4,Step4_Model2_EQC_CH2,Step5_Model3_EQB_CH3,Step6_Model2_EQC_CH1,Step7_Model1_EQB_CH1,Step8_Model2_EQA_CH1,Step9_Model2_EQC_CH2,Step10_Model1_EQA_CH3,Step11_Model3_EQC_CH4,Step12_Model3_EQA_CH4,Step13_Model3_EQB_CH3,Step14_Model2_EQC_CH4,Step15_Model2_EQB_CH1,Step16_Model1_EQC_CH3,Step17_Model2_EQC_CH2,Step18_Model3_EQB_CH3,Step19_Model2_EQA_CH1,Step20_Model1_EQA_CH3,Step21_Model2_EQA_CH2,Step22_Model3_EQA_CH2,Step23_Model1_EQA_CH3,Step24_Model3_EQC_CH3,Step25_Model2_EQA_CH4,Step26_Model3_EQC_CH4,Step27_Model3_EQB_CH1,Step28_Model2_EQB_CH4,Step29_Model1_EQC_CH1,Step30_Model2_EQB_CH1,,,,,44.62,,,,,,,,,,,,,,,47.18,,,43.5,,,,,,,,,46.67,,,,56.52,,,,,,,,,,,,,,,,,,,,,,,90.1,6.2,1.3,0.2,1.6,0.6,35,3,135,41,36
L071W15,L071,15,Step1_Model1_EQB_CH3,Step2_Model2_EQA_CH4,Step3_Model2_EQC_CH2,Step4_Model2_EQC_CH2,Step5_Model3_EQB_CH3,Step6_Model2_EQC_CH2,Step7_Model1_EQB_CH2,Step8_Model2_EQA_CH3,Step9_Model2_EQC_CH2,Step10_Model1_EQA_CH3,Step11_Model3_EQC_CH1,Step12_Model3_EQA_CH4,Step13_Model3_EQB_CH2,Step14_Model2_EQC_CH3,Step15_Model2_EQB_CH2,Step16_Model1_EQC_CH4,Step17_Model2_EQC_CH2,Step18_Model3_EQB_CH1,Step19_Model2_EQA_CH3,Step20_Model1_EQA_CH4,Step21_Model2_EQA_CH1,Step22_Model3_EQA_CH2,Step23_Model1_EQA_CH2,Step24_Model3_EQC_CH2,Step25_Model2_EQA_CH4,Step26_Model3_EQC_CH3,Step27_Model3_EQB_CH4,Step28_Model2_EQB_CH1,Step29_Model1_EQC_CH3,Step30_Model2_EQB_CH4,,,,,,,,,,,,,,,,,,,,,37.81,,,,34.68,,,,,,,,,,,53.88,55.58,58.45,,,,,,,64.58,,,,,,,,,,,,,,92.9,0.4,3.7,1.2,1.6,0.2,3,96,241,87,79
L071W16,L071,16,Step1_Model1_EQB_CH2,Step2_Model2_EQA_CH1,Step3_Model2_EQC_CH2,Step4_Model2_EQC_CH4,Step5_Model3_EQB_CH1,Step6_Model2_EQC_CH3,Step7_Model1_EQB_CH3,Step8_Model2_EQA_CH4,Step9_Model2_EQC_CH4,Step10_Model1_EQA_CH3,Step11_Model3_EQC_CH3,Step12_Model3_EQA_CH4,Step13_Model3_EQB_CH3,Step14_Model2_EQC_CH1,Step15_Model2_EQB_CH4,Step16_Model1_EQC_CH1,Step17_Model2_EQC_CH2,Step18_Model3_EQB_CH1,Step19_Model2_EQA_CH4,Step20_Model1_EQA_CH2,Step21_Model2_EQA_CH3,Step22_Model3_EQA_CH1,Step23_Model1_EQA_CH1,Step24_Model3_EQC_CH4,Step25_Model2_EQA_CH3,Step26_Model3_EQC_CH4,Step27_Model3_EQB_CH3,Step28_Model2_EQB_CH4,Step29_Model1_EQC_CH3,Step30_Model2_EQB_CH2,,,,,,,,,,,,,38.2,,46.3,,,,,,,40.69,,,34.5,,,,,,,,,,,,,,,,,,,,61.67,,,37.65,,,,,11,,,,,9,89.7,0.4,1.7,2.1,4.9,1.2,104,55,29,0,453
L071W17,L071,17,Step1_Model1_EQB_CH4,Step2_Model2_EQA_CH2,Step3_Model2_EQC_CH4,Step4_Model2_EQC_CH4,Step5_Model3_EQB_CH4,Step6_Model2_EQC_CH1,Step7_Model1_EQB_CH4,Step8_Model2_EQA_CH3,Step9_Model2_EQC_CH1,Step10_Model1_EQA_CH3,Step11_Model3_EQC_CH3,Step12_Model3_EQA_CH3,Step13_Model3_EQB_CH3,Step14_Model2_EQC_CH3,Step15_Model2_EQB_CH2,Step16_Model1_EQC_CH1,Step17_Model2_EQC_CH3,Step18_Model3_EQB_CH2,Step19_Model2_EQA_CH2,Step20_Model1_EQA_CH3,Step21_Model2_EQA_CH4,Step22_Model3_EQA_CH3,Step23_Model1_EQA_CH2,Step24_Model3_EQC_CH3,Step25_Model2_EQA_CH2,Step26_Model3_EQC_CH3,Step27_Model3_EQB_CH2,Step28_Model2_EQB_CH3,Step29_Model1_EQC_CH4,Step30_Model2_EQB_CH4,,,,,39,50.65,66.32,,,,,,,,,,,,,,,,,,31.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.7,1.3,5.2,0.4,2.3,0.1,8,220,251,39,60
L071W18,L071,18,Step1_Model1_EQB_CH2,Step2_Model2_EQA_CH4,Step3_Model2_EQC_CH4,Step4_Model2_EQC_CH1,Step5_Model3_EQB_CH3,Step6_Model2_EQC_CH3,Step7_Model1_EQB_CH4,Step8_Model2_EQA_CH4,Step9_Model2_EQC_CH2,Step10_Model1_EQA_CH3,Step11_Model3_EQC_CH1,Step12_Model3_EQA_CH1,Step13_Model3_EQB_CH4,Step14_Model2_EQC_CH2,Step15_Model2_EQB_CH2,Step16_Model1_EQC_CH3,Step17_Model2_EQC_CH4,Step18_Model3_EQB_CH4,Step19_Model2_EQA_CH2,Step20_Model1_EQA_CH1,Step21_Model2_EQA_CH1,Step22_Model3_EQA_CH3,Step23_Model1_EQA_CH4,Step24_Model3_EQC_CH4,Step25_Model2_EQA_CH1,Step26_Model3_EQC_CH4,Step27_Model3_EQB_CH4,Step28_Model2_EQB_CH2,Step29_Model1_EQC_CH3,Step30_Model2_EQB_CH3,,,,,,,,71.92,,,,,,,,,55.49,43.65,49.78,,,,34,,,,,,,,,,,,,,,,,65.27,,,58.45,,,,52.49,,,,,,,,,,,,89.6,4.7,1.9,0.9,2.9,0,21,75,350,141,211
L071W19,L071,19,Step1_Model1_EQB_CH3,Step2_Model2_EQA_CH2,Step3_Model2_EQC_CH3,Step4_Model2_EQC_CH3,Step5_Model3_EQB_CH1,Step6_Model2_EQC_CH1,Step7_Model1_EQB_CH3,Step8_Model2_EQA_CH2,Step9_Model2_EQC_CH2,Step10_Model1_EQA_CH2,Step11_Model3_EQC_CH4,Step12_Model3_EQA_CH4,Step13_Model3_EQB_CH2,Step14_Model2_EQC_CH1,Step15_Model2_EQB_CH4,Step16_Model1_EQC_CH2,Step17_Model2_EQC_CH4,Step18_Model3_EQB_CH4,Step19_Model2_EQA_CH4,Step20_Model1_EQA_CH4,Step21_Model2_EQA_CH2,Step22_Model3_EQA_CH4,Step23_Model1_EQA_CH3,Step24_Model3_EQC_CH2,Step25_Model2_EQA_CH2,Step26_Model3_EQC_CH2,Step27_Model3_EQB_CH4,Step28_Model2_EQB_CH2,Step29_Model1_EQC_CH1,Step30_Model2_EQB_CH3,,,,,,,,,,,,37.11,,,,61.51,,,,,,,,,,,40.93,,52.47,,63.53,,,41.58,,,,61.06,64.67,,,,,54.84,,,45.63,,,,,,7,,,,,,94.3,0.6,1.1,1,2,1,157,328,424,5,378
L071W20,L071,20,Step1_Model1_EQB_CH1,Step2_Model2_EQA_CH3,Step3_Model2_EQC_CH3,Step4_Model2_EQC_CH4,Step5_Model3_EQB_CH3,Step6_Model2_EQC_CH3,Step7_Model1_EQB_CH1,Step8_Model2_EQA_CH3,Step9_Model2_EQC_CH2,Step10_Model1_EQA_CH2,Step11_Model3_EQC_CH3,Step12_Model3_EQA_CH2,Step13_Model3_EQB_CH4,Step14_Model2_EQC_CH2,Step15_Model2_EQB_CH4,Step16_Model1_EQC_CH3,Step17_Model2_EQC_CH4,Step18_Model3_EQB_CH4,Step19_Model2_EQA_CH3,Step20_Model1_EQA_CH3,Step21_Model2_EQA_CH4,Step22_Model3_EQA_CH1,Step23_Model1_EQA_CH3,Step24_Model3_EQC_CH3,Step25_Model2_EQA_CH1,Step26_Model3_EQC_CH2,Step27_Model3_EQB_CH1,Step28_Model2_EQB_CH2,Step29_Model1_EQC_CH1,Step30_Model2_EQB_CH4,,,,,,,,,,62.41,48.1,,39.96,,,60.28,,42.47,,,,,,,,,,,,,59.88,,,47.02,,,,,,,,,,,,,,,,,,,,,,,,,91.7,3.6,1.6,1,1.9,0.2,0,50,279,26,315
L071W21,L071,21,Step1_Model1_EQB_CH3,Step2_Model2_EQA_CH1,Step3_Model2_EQC_CH3,Step4_Model2_EQC_CH2,Step5_Model3_EQB_CH4,Step6_Model2_EQC_CH3,Step7_Model1_EQB_CH1,Step8_Model2_EQA_CH1,Step9_Model2_EQC_CH4,Step10_Model1_EQA_CH2,Step11_Model3_EQC_CH4,Step12_Model3_EQA_CH4,Step13_Model3_EQB_CH3,Step14_Model2_EQC_CH2,Step15_Model2_EQB_CH4,Step16_Model1_EQC_CH3,Step17_Model2_EQC_CH3,Step18_Model3_EQB_CH2,Step19_Model2_EQA_CH2,Step20_Model1_EQA_CH3,Step21_Model2_EQA_CH2,Step22_Model3_EQA_CH3,Step23_Model1_EQA_CH2,Step24_Model3_EQC_CH2,Step25_Model2_EQA_CH2,Step26_Model3_EQC_CH1,Step27_Model3_EQB_CH2,Step28_Model2_EQB_CH1,Step29_Model1_EQC_CH3,Step30_Model2_EQB_CH4,,,41.71,,29.25,,,,,62.53,,,,,,,,,,47.71,,,41.51,,,,,,56.07,,,41.64,,45.57,,,,,,,44.59,,,57.64,,,,,,,,,,,,,,,87.6,2,4.1,4.2,2.1,0,25,1842,11,83,56
