Lot_Wafer_ID,Lot_ID,Wafer_Slot,Step1_Config,Step2_Config,Step3_Config,Step4_Config,Step5_Config,Step6_Config,Step7_Config,Step8_Config,Step9_Config,Step10_Config,Step11_Config,Step12_Config,Step13_Config,Step14_Config,Step15_Config,Step16_Config,Step17_Config,Step18_Config,Step19_Config,Step20_Config,Step21_Config,Step22_Config,Step23_Config,Step24_Config,Step25_Config,Step26_Config,Step27_Config,Step28_Config,Step29_Config,Step30_Config,Step1_R1,Step2_R1,Step3_R1,Step4_R1,Step4_R2,Step5_R1,Step6_R1,Step6_R2,Step7_R1,Step7_R2,Step8_R1,Step9_R1,Step9_R2,Step10_R1,Step11_R1,Step12_R1,Step12_R2,Step13_R1,Step13_R2,Step13_R3,Step14_R1,Step14_R2,Step14_R3,Step15_R1,Step15_R2,Step16_R1,Step17_R1,Step18_R1,Step19_R1,Step20_R1,Step21_R1,Step22_R1,Step22_R2,Step22_R3,Step23_R1,Step24_R1,Step24_R2,Step25_R1,Step25_R2,Step25_R3,Step26_R1,Step27_R1,Step28_R1,Step28_R2,Step28_R3,Step29_R1,Step29_R2,Step30_R1,Step1_D1,Step6_D1,Step8_D1,Step11_D1,Step13_D1,Step14_D1,Step21_D1,Step22_D1,Step27_D1,Step30_D1,Y,Y1,Y2,Y3,Y4,Y5
L013W04,L013,4,Step1_Model3_EQB_CH3,Step2_Model1_EQB_CH4,Step3_Model1_EQA_CH2,Step4_Model2_EQC_CH1,Step5_Model1_EQC_CH1,Step6_Model2_EQA_CH3,Step7_Model2_EQC_CH1,Step8_Model2_EQB_CH1,Step9_Model1_EQB_CH4,Step10_Model2_EQB_CH1,Step11_Model1_EQC_CH1,Step12_Model3_EQB_CH1,Step13_Model1_EQB_CH3,Step14_Model3_EQA_CH3,Step15_Model3_EQC_CH4,Step16_Model1_EQA_CH1,Step17_Model2_EQB_CH3,Step18_Model3_EQA_CH3,Step19_Model1_EQB_CH4,Step20_Model3_EQC_CH2,Step21_Model2_EQA_CH1,Step22_Model2_EQB_CH3,Step23_Model2_EQB_CH4,Step24_Model1_EQB_CH4,Step25_Model1_EQB_CH4,Step26_Model3_EQA_CH3,Step27_Model3_EQB_CH1,Step28_Model2_EQB_CH2,Step29_Model1_EQC_CH1,Step30_Model1_EQA_CH4,,36.26,,,46.81,,,,,,49.92,,,,,,,,,,,,,,41.72,,,,,,59.6,,,,45.3,,,,,,,59.77,,,55.97,48.36,,,,,,,,,,15,,,,,,,,
L013W05,L013,5,Step1_Model3_EQB_CH4,Step2_Model1_EQB_CH2,Step3_Model1_EQA_CH1,Step4_Model2_EQC_CH4,Step5_Model1_EQC_CH4,Step6_Model2_EQA_CH1,Step7_Model2_EQC_CH4,Step8_Model2_EQB_CH1,Step9_Model1_EQB_CH4,Step10_Model2_EQB_CH1,Step11_Model1_EQC_CH2,Step12_Model3_EQB_CH4,Step13_Model1_EQB_CH2,Step14_Model3_EQA_CH4,Step15_Model3_EQC_CH4,Step16_Model1_EQA_CH3,Step17_Model2_EQB_CH1,Step18_Model3_EQA_CH2,Step19_Model1_EQB_CH2,Step20_Model3_EQC_CH2,Step21_Model2_EQA_CH1,Step22_Model2_EQB_CH3,Step23_Model2_EQB_CH2,Step24_Model1_EQB_CH1,Step25_Model1_EQB_CH4,Step26_Model3_EQA_CH2,Step27_Model3_EQB_CH2,Step28_Model2_EQB_CH3,Step29_Model1_EQC_CH2,Step30_Model1_EQA_CH2,,,,,,,,,,,,,,,,,,,,44.53,,,,,,,,,,43.5,,,,,42.82,58.24,58.01,,,,,,,,56.13,55.46,,,,,,16,,,,,,,,,,,,
L013W06,L013,6,Step1_Model3_EQB_CH4,Step2_Model1_EQB_CH1,Step3_Model1_EQA_CH1,Step4_Model2_EQC_CH3,Step5_Model1_EQC_CH4,Step6_Model2_EQA_CH1,Step7_Model2_EQC_CH4,Step8_Model2_EQB_CH1,Step9_Model1_EQB_CH4,Step10_Model2_EQB_CH3,Step11_Model1_EQC_CH2,Step12_Model3_EQB_CH3,Step13_Model1_EQB_CH1,Step14_Model3_EQA_CH3,Step15_Model3_EQC_CH2,Step16_Model1_EQA_CH3,Step17_Model2_EQB_CH1,Step18_Model3_EQA_CH1,Step19_Model1_EQB_CH3,Step20_Model3_EQC_CH2,Step21_Model2_EQA_CH3,Step22_Model2_EQB_CH2,Step23_Model2_EQB_CH4,Step24_Model1_EQB_CH2,Step25_Model1_EQB_CH4,Step26_Model3_EQA_CH3,Step27_Model3_EQB_CH2,Step28_Model2_EQB_CH4,Step29_Model1_EQC_CH4,Step30_Model1_EQA_CH4,,,38.81,,,,,,,,,,,38.47,,,,,,,,,38.87,,,,33.66,,,41.85,,,,45.24,,,,,,,,58.31,,,,,,,,,,,,,,,14,,,,,,,
L013W07,L013,7,Step1_Model3_EQB_CH1,Step2_Model1_EQB_CH3,Step3_Model1_EQA_CH4,Step4_Model2_EQC_CH2,Step5_Model1_EQC_CH4,Step6_Model2_EQA_CH1,Step7_Model2_EQC_CH3,Step8_Model2_EQB_CH1,Step9_Model1_EQB_CH1,Step10_Model2_EQB_CH1,Step11_Model1_EQC_CH2,Step12_Model3_EQB_CH3,Step13_Model1_EQB_CH3,Step14_Model3_EQA_CH2,Step15_Model3_EQC_CH3,Step16_Model1_EQA_CH1,Step17_Model2_EQB_CH3,Step18_Model3_EQA_CH2,Step19_Model1_EQB_CH1,Step20_Model3_EQC_CH2,Step21_Model2_EQA_CH4,Step22_Model2_EQB_CH1,Step23_Model2_EQB_CH1,Step24_Model1_EQB_CH3,Step25_Model1_EQB_CH1,Step26_Model3_EQA_CH2,Step27_Model3_EQB_CH3,Step28_Model2_EQB_CH4,Step29_Model1_EQC_CH2,Step30_Model1_EQA_CH4,40.35,,,,,,,,,,,,,,42.82,,,,,,,,,,,,,,,,,,,49.97,,,,,,,,,,,58.76,,,,7,,,,,,,,,,,,,,,
L013W08,L013,8,Step1_Model3_EQB_CH4,Step2_Model1_EQB_CH4,Step3_Model1_EQA_CH1,Step4_Model2_EQC_CH2,Step5_Model1_EQC_CH2,Step6_Model2_EQA_CH1,Step7_Model2_EQC_CH3,Step8_Model2_EQB_CH4,Step9_Model1_EQB_CH2,Step10_Model2_EQB_CH1,Step11_Model1_EQC_CH4,Step12_Model3_EQB_CH3,Step13_Model1_EQB_CH3,Step14_Model3_EQA_CH4,Step15_Model3_EQC_CH3,Step16_Model1_EQA_CH2,Step17_Model2_EQB_CH2,Step18_Model3_EQA_CH2,Step19_Model1_EQB_CH3,Step20_Model3_EQC_CH2,Step21_Model2_EQA_CH1,Step22_Model2_EQB_CH2,Step23_Model2_EQB_CH2,Step24_Model1_EQB_CH3,Step25_Model1_EQB_CH2,Step26_Model3_EQA_CH4,Step27_Model3_EQB_CH1,Step28_Model2_EQB_CH3,Step29_Model1_EQC_CH1,Step30_Model1_EQA_CH4,,,,,,,,,,,60.89,,,,,,53.93,,,,38.44,,,,,62.09,,58.36,,,,,,,42.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L013W09,L013,9,Step1_Model3_EQB_CH3,Step2_Model1_EQB_CH3,Step3_Model1_EQA_CH2,Step4_Model2_EQC_CH1,Step5_Model1_EQC_CH4,Step6_Model2_EQA_CH4,Step7_Model2_EQC_CH3,Step8_Model2_EQB_CH2,Step9_Model1_EQB_CH3,Step10_Model2_EQB_CH3,Step11_Model1_EQC_CH3,Step12_Model3_EQB_CH3,Step13_Model1_EQB_CH4,Step14_Model3_EQA_CH4,Step15_Model3_EQC_CH3,Step16_Model1_EQA_CH3,Step17_Model2_EQB_CH2,Step18_Model3_EQA_CH3,Step19_Model1_EQB_CH4,Step20_Model3_EQC_CH1,Step21_Model2_EQA_CH4,Step22_Model2_EQB_CH2,Step23_Model2_EQB_CH4,Step24_Model1_EQB_CH1,Step25_Model1_EQB_CH3,Step26_Model3_EQA_CH1,Step27_Model3_EQB_CH3,Step28_Model2_EQB_CH3,Step29_Model1_EQC_CH4,Step30_Model1_EQA_CH4,,42.87,,59.55,43.19,,,59.54,,,56.46,,,,,,,45.88,48.41,,34.82,,,,,,,,,,,,,,,,,,64.49,62.43,,,64.69,,,,,,,,,,,,12,,,,,,,,,
L013W10,L013,10,Step1_Model3_EQB_CH4,Step2_Model1_EQB_CH2,Step3_Model1_EQA_CH4,Step4_Model2_EQC_CH2,Step5_Model1_EQC_CH4,Step6_Model2_EQA_CH3,Step7_Model2_EQC_CH2,Step8_Model2_EQB_CH1,Step9_Model1_EQB_CH2,Step10_Model2_EQB_CH2,Step11_Model1_EQC_CH1,Step12_Model3_EQB_CH2,Step13_Model1_EQB_CH3,Step14_Model3_EQA_CH4,Step15_Model3_EQC_CH1,Step16_Model1_EQA_CH4,Step17_Model2_EQB_CH3,Step18_Model3_EQA_CH1,Step19_Model1_EQB_CH4,Step20_Model3_EQC_CH4,Step21_Model2_EQA_CH3,Step22_Model2_EQB_CH4,Step23_Model2_EQB_CH3,Step24_Model1_EQB_CH2,Step25_Model1_EQB_CH3,Step26_Model3_EQA_CH2,Step27_Model3_EQB_CH1,Step28_Model2_EQB_CH4,Step29_Model1_EQC_CH3,Step30_Model1_EQA_CH3,,38.99,,,,,,,,,,,,,,,,,,,,,,37.31,,63.9,,56.59,61.96,,,,,44.32,,,,,60.82,61.31,,,,,,,,,,,,,,,,,,,,,,,,
L013W11,L013,11,Step1_Model3_EQB_CH4,Step2_Model1_EQB_CH4,Step3_Model1_EQA_CH1,Step4_Model2_EQC_CH1,Step5_Model1_EQC_CH3,Step6_Model2_EQA_CH1,Step7_Model2_EQC_CH2,Step8_Model2_EQB_CH1,Step9_Model1_EQB_CH1,Step10_Model2_EQB_CH3,Step11_Model1_EQC_CH2,Step12_Model3_EQB_CH1,Step13_Model1_EQB_CH2,Step14_Model3_EQA_CH2,Step15_Model3_EQC_CH2,Step16_Model1_EQA_CH4,Step17_Model2_EQB_CH4,Step18_Model3_EQA_CH4,Step19_Model1_EQB_CH4,Step20_Model3_EQC_CH3,Step21_Model2_EQA_CH1,Step22_Model2_EQB_CH4,Step23_Model2_EQB_CH3,Step24_Model1_EQB_CH1,Step25_Model1_EQB_CH4,Step26_Model3_EQA_CH1,Step27_Model3_EQB_CH4,Step28_Model2_EQB_CH3,Step29_Model1_EQC_CH2,Step30_Model1_EQA_CH2,,32.45,,,,,59.87,63.81,,,,,,,,,,,,,,,,,39.17,59.14,,,,,,,,,,,56.01,,,,,,,,,,57.18,,,,,,,,,,16,,,,,,,
L013W12,L013,12,Step1_Model3_EQB_CH1,Step2_Model1_EQB_CH3,Step3_Model1_EQA_CH2,Step4_Model2_EQC_CH4,Step5_Model1_EQC_CH2,Step6_Model2_EQA_CH1,Step7_Model2_EQC_CH1,Step8_Model2_EQB_CH3,Step9_Model1_EQB_CH1,Step10_Model2_EQB_CH2,Step11_Model1_EQC_CH2,Step12_Model3_EQB_CH2,Step13_Model1_EQB_CH2,Step14_Model3_EQA_CH3,Step15_Model3_EQC_CH4,Step16_Model1_EQA_CH4,Step17_Model2_EQB_CH3,Step18_Model3_EQA_CH1,Step19_Model1_EQB_CH4,Step20_Model3_EQC_CH1,Step21_Model2_EQA_CH4,Step22_Model2_EQB_CH1,Step23_Model2_EQB_CH3,Step24_Model1_EQB_CH2,Step25_Model1_EQB_CH1,Step26_Model3_EQA_CH2,Step27_Model3_EQB_CH1,Step28_Model2_EQB_CH1,Step29_Model1_EQC_CH1,Step30_Model1_EQA_CH1,,,,,,,,,,,,35.42,,36.57,,,,,,,,39.35,,,,,,,,,,43.98,,,,64.26,,,,,34.88,,,60.81,,,55.3,,,,,,8,,,,,14,,,,,,
L013W13,L013,13,Step1_Model3_EQB_CH1,Step2_Model1_EQB_CH2,Step3_Model1_EQA_CH1,Step4_Model2_EQC_CH2,Step5_Model1_EQC_CH3,Step6_Model2_EQA_CH4,Step7_Model2_EQC_CH1,Step8_Model2_EQB_CH4,Step9_Model1_EQB_CH2,Step10_Model2_EQB_CH3,Step11_Model1_EQC_CH3,Step12_Model3_EQB_CH3,Step13_Model1_EQB_CH4,Step14_Model3_EQA_CH2,Step15_Model3_EQC_CH1,Step16_Model1_EQA_CH1,Step17_Model2_EQB_CH2,Step18_Model3_EQA_CH4,Step19_Model1_EQB_CH1,Step20_Model3_EQC_CH2,Step21_Model2_EQA_CH1,Step22_Model2_EQB_CH3,Step23_Model2_EQB_CH1,Step24_Model1_EQB_CH4,Step25_Model1_EQB_CH2,Step26_Model3_EQA_CH4,Step27_Model3_EQB_CH2,Step28_Model2_EQB_CH3,Step29_Model1_EQC_CH2,Step30_Model1_EQA_CH1,,,40.78,,,54.7,59.79,,,,,,35.95,,,,58.38,,44.39,,33.37,44.2,,,,,,,57.67,,,,,,,,,66.55,59.46,,,,,61.55,,,,,,,,,,,,,,,,,,,,
L013W14,L013,14,Step1_Model3_EQB_CH1,Step2_Model1_EQB_CH3,Step3_Model1_EQA_CH2,Step4_Model2_EQC_CH3,Step5_Model1_EQC_CH1,Step6_Model2_EQA_CH4,Step7_Model2_EQC_CH3,Step8_Model2_EQB_CH4,Step9_Model1_EQB_CH4,Step10_Model2_EQB_CH2,Step11_Model1_EQC_CH3,Step12_Model3_EQB_CH4,Step13_Model1_EQB_CH4,Step14_Model3_EQA_CH2,Step15_Model3_EQC_CH2,Step16_Model1_EQA_CH1,Step17_Model2_EQB_CH4,Step18_Model3_EQA_CH1,Step19_Model1_EQB_CH4,Step20_Model3_EQC_CH1,Step21_Model2_EQA_CH2,Step22_Model2_EQB_CH3,Step23_Model2_EQB_CH2,Step24_Model1_EQB_CH1,Step25_Model1_EQB_CH1,Step26_Model3_EQA_CH3,Step27_Model3_EQB_CH4,Step28_Model2_EQB_CH1,Step29_Model1_EQC_CH1,Step30_Model1_EQA_CH1,40.86,,,,,,64.35,65.19,,,,,,,,,,,,,,,,,,,,,61.43,58.55,,,45.25,,,,,,,,,,,,,,44.12,,,,,,,,6,,,,,,,,,
L013W15,L013,15,Step1_Model3_EQB_CH3,Step2_Model1_EQB_CH2,Step3_Model1_EQA_CH1,Step4_Model2_EQC_CH3,Step5_Model1_EQC_CH1,Step6_Model2_EQA_CH4,Step7_Model2_EQC_CH3,Step8_Model2_EQB_CH1,Step9_Model1_EQB_CH3,Step10_Model2_EQB_CH1,Step11_Model1_EQC_CH2,Step12_Model3_EQB_CH1,Step13_Model1_EQB_CH3,Step14_Model3_EQA_CH4,Step15_Model3_EQC_CH4,Step16_Model1_EQA_CH4,Step17_Model2_EQB_CH1,Step18_Model3_EQA_CH2,Step19_Model1_EQB_CH1,Step20_Model3_EQC_CH4,Step21_Model2_EQA_CH3,Step22_Model2_EQB_CH4,Step23_Model2_EQB_CH3,Step24_Model1_EQB_CH2,Step25_Model1_EQB_CH3,Step26_Model3_EQA_CH1,Step27_Model3_EQB_CH1,Step28_Model2_EQB_CH1,Step29_Model1_EQC_CH3,Step30_Model1_EQA_CH1,,,,,,,,64.84,,,,,,,48.05,,,,,41.05,,,,,,,,,,,,,,,,,56.67,,,,36.57,,,,,,,35.83,,,,,,,,,,,,,,,,
L013W16,L013,16,Step1_Model3_EQB_CH1,Step2_Model1_EQB_CH1,Step3_Model1_EQA_CH2,Step4_Model2_EQC_CH3,Step5_Model1_EQC_CH3,Step6_Model2_EQA_CH4,Step7_Model2_EQC_CH3,Step8_Model2_EQB_CH2,Step9_Model1_EQB_CH3,Step10_Model2_EQB_CH2,Step11_Model1_EQC_CH2,Step12_Model3_EQB_CH3,Step13_Model1_EQB_CH4,Step14_Model3_EQA_CH1,Step15_Model3_EQC_CH1,Step16_Model1_EQA_CH3,Step17_Model2_EQB_CH3,Step18_Model3_EQA_CH2,Step19_Model1_EQB_CH3,Step20_Model3_EQC_CH2,Step21_Model2_EQA_CH4,Step22_Model2_EQB_CH3,Step23_Model2_EQB_CH1,Step24_Model1_EQB_CH1,Step25_Model1_EQB_CH3,Step26_Model3_EQA_CH2,Step27_Model3_EQB_CH1,Step28_Model2_EQB_CH2,Step29_Model1_EQC_CH3,Step30_Model1_EQA_CH3,,,,,40.21,,,68.21,,,,,,,,,,,,,,,,,,,,48.06,,,,44.46,45.5,,,,,,,58.54,,,,,,,,,,,,18,,,,,,,,,,,,
L013W17,L013,17,Step1_Model3_EQB_CH1,Step2_Model1_EQB_CH3,Step3_Model1_EQA_CH4,Step4_Model2_EQC_CH4,Step5_Model1_EQC_CH1,Step6_Model2_EQA_CH4,Step7_Model2_EQC_CH2,Step8_Model2_EQB_CH1,Step9_Model1_EQB_CH1,Step10_Model2_EQB_CH2,Step11_Model1_EQC_CH4,Step12_Model3_EQB_CH4,Step13_Model1_EQB_CH4,Step14_Model3_EQA_CH1,Step15_Model3_EQC_CH1,Step16_Model1_EQA_CH4,Step17_Model2_EQB_CH3,Step18_Model3_EQA_CH4,Step19_Model1_EQB_CH2,Step20_Model3_EQC_CH1,Step21_Model2_EQA_CH2,Step22_Model2_EQB_CH2,Step23_Model2_EQB_CH1,Step24_Model1_EQB_CH3,Step25_Model1_EQB_CH4,Step26_Model3_EQA_CH2,Step27_Model3_EQB_CH1,Step28_Model2_EQB_CH2,Step29_Model1_EQC_CH4,Step30_Model1_EQA_CH3,,,,,,,69,,,65.99,,,41.28,,,,,46.76,,,,,,,,,,,,,,,,,,56.89,,,64.55,,,58.18,,,,,,,,,,,,,,,,,,,,,,
L013W18,L013,18,Step1_Model3_EQB_CH3,Step2_Model1_EQB_CH3,Step3_Model1_EQA_CH1,Step4_Model2_EQC_CH1,Step5_Model1_EQC_CH3,Step6_Model2_EQA_CH4,Step7_Model2_EQC_CH4,Step8_Model2_EQB_CH1,Step9_Model1_EQB_CH3,Step10_Model2_EQB_CH4,Step11_Model1_EQC_CH4,Step12_Model3_EQB_CH4,Step13_Model1_EQB_CH1,Step14_Model3_EQA_CH3,Step15_Model3_EQC_CH2,Step16_Model1_EQA_CH3,Step17_Model2_EQB_CH3,Step18_Model3_EQA_CH1,Step19_Model1_EQB_CH4,Step20_Model3_EQC_CH4,Step21_Model2_EQA_CH1,Step22_Model2_EQB_CH1,Step23_Model2_EQB_CH1,Step24_Model1_EQB_CH1,Step25_Model1_EQB_CH1,Step26_Model3_EQA_CH2,Step27_Model3_EQB_CH3,Step28_Model2_EQB_CH3,Step29_Model1_EQC_CH3,Step30_Model1_EQA_CH4,,,,,,,,,,,,45.3,,,,,63.2,,,,,,43.19,,,58.08,,,,,,,,,,,,,,,,,,56.83,59.99,,,33.12,,,,,,,,,,,,,,,,
L013W19,L013,19,Step1_Model3_EQB_CH2,Step2_Model1_EQB_CH3,Step3_Model1_EQA_CH4,Step4_Model2_EQC_CH2,Step5_Model1_EQC_CH2,Step6_Model2_EQA_CH4,Step7_Model2_EQC_CH2,Step8_Model2_EQB_CH4,Step9_Model1_EQB_CH3,Step10_Model2_EQB_CH4,Step11_Model1_EQC_CH2,Step12_Model3_EQB_CH3,Step13_Model1_EQB_CH3,Step14_Model3_EQA_CH1,Step15_Model3_EQC_CH1,Step16_Model1_EQA_CH2,Step17_Model2_EQB_CH4,Step18_Model3_EQA_CH4,Step19_Model1_EQB_CH2,Step20_Model3_EQC_CH3,Step21_Model2_EQA_CH2,Step22_Model2_EQB_CH2,Step23_Model2_EQB_CH3,Step24_Model1_EQB_CH4,Step25_Model1_EQB_CH2,Step26_Model3_EQA_CH4,Step27_Model3_EQB_CH2,Step28_Model2_EQB_CH3,Step29_Model1_EQC_CH3,Step30_Model1_EQA_CH1,32.59,,,,43.75,,80.75,,65.48,,,,41.76,39,,,,,,,,,,,,,,,,,61.15,50.28,,,,,,,63.44,,,,,66.64,,,,,,,,,,,,,,,,,,,,
L013W20,L013,20,Step1_Model3_EQB_CH3,Step2_Model1_EQB_CH1,Step3_Model1_EQA_CH2,Step4_Model2_EQC_CH4,Step5_Model1_EQC_CH3,Step6_Model2_EQA_CH3,Step7_Model2_EQC_CH3,Step8_Model2_EQB_CH2,Step9_Model1_EQB_CH1,Step10_Model2_EQB_CH2,Step11_Model1_EQC_CH4,Step12_Model3_EQB_CH2,Step13_Model1_EQB_CH4,Step14_Model3_EQA_CH3,Step15_Model3_EQC_CH4,Step16_Model1_EQA_CH4,Step17_Model2_EQB_CH1,Step18_Model3_EQA_CH4,Step19_Model1_EQB_CH4,Step20_Model3_EQC_CH2,Step21_Model2_EQA_CH3,Step22_Model2_EQB_CH2,Step23_Model2_EQB_CH2,Step24_Model1_EQB_CH3,Step25_Model1_EQB_CH3,Step26_Model3_EQA_CH4,Step27_Model3_EQB_CH4,Step28_Model2_EQB_CH1,Step29_Model1_EQC_CH2,Step30_Model1_EQA_CH3,,28.9,,,,,63.43,,,,,,,39.5,,,,,,,,36.6,,,,59.98,,,,,,,45.45,,,,51.64,,59.02,,35,,,,,,,,11,,,,,,,,,,,,,,,
L013W21,L013,21,Step1_Model3_EQB_CH4,Step2_Model1_EQB_CH3,Step3_Model1_EQA_CH4,Step4_Model2_EQC_CH1,Step5_Model1_EQC_CH1,Step6_Model2_EQA_CH3,Step7_Model2_EQC_CH1,Step8_Model2_EQB_CH3,Step9_Model1_EQB_CH4,Step10_Model2_EQB_CH2,Step11_Model1_EQC_CH1,Step12_Model3_EQB_CH4,Step13_Model1_EQB_CH2,Step14_Model3_EQA_CH2,Step15_Model3_EQC_CH2,Step16_Model1_EQA_CH4,Step17_Model2_EQB_CH4,Step18_Model3_EQA_CH3,Step19_Model1_EQB_CH2,Step20_Model3_EQC_CH2,Step21_Model2_EQA_CH2,Step22_Model2_EQB_CH3,Step23_Model2_EQB_CH2,Step24_Model1_EQB_CH4,Step25_Model1_EQB_CH2,Step26_Model3_EQA_CH1,Step27_Model3_EQB_CH4,Step28_Model2_EQB_CH3,Step29_Model1_EQC_CH2,Step30_Model1_EQA_CH1,,,,,,,,,,,,,,42.5,,,,,,,,,34.19,,,,,55.19,,,,,43.72,,,,57.33,,,,,,,,64.19,60.46,,,,,,,,,,,,,,,,,,
L013W22,L013,22,Step1_Model3_EQB_CH3,Step2_Model1_EQB_CH3,Step3_Model1_EQA_CH4,Step4_Model2_EQC_CH3,Step5_Model1_EQC_CH3,Step6_Model2_EQA_CH3,Step7_Model2_EQC_CH3,Step8_Model2_EQB_CH2,Step9_Model1_EQB_CH2,Step10_Model2_EQB_CH2,Step11_Model1_EQC_CH2,Step12_Model3_EQB_CH1,Step13_Model1_EQB_CH2,Step14_Model3_EQA_CH3,Step15_Model3_EQC_CH2,Step16_Model1_EQA_CH2,Step17_Model2_EQB_CH4,Step18_Model3_EQA_CH3,Step19_Model1_EQB_CH2,Step20_Model3_EQC_CH2,Step21_Model2_EQA_CH2,Step22_Model2_EQB_CH1,Step23_Model2_EQB_CH2,Step24_Model1_EQB_CH4,Step25_Model1_EQB_CH3,Step26_Model3_EQA_CH3,Step27_Model3_EQB_CH2,Step28_Model2_EQB_CH2,Step29_Model1_EQC_CH2,Step30_Model1_EQA_CH3,,,,,45.42,,,,61.04,,35.35,,,,,,,,43.5,38.37,35.31,,,,,,,,57.5,,,,46.65,,42.65,57.82,,,65.88,,,,,,,,53.69,,,,,,,,,,,,,,,,,
L013W23,L013,23,Step1_Model3_EQB_CH3,Step2_Model1_EQB_CH1,Step3_Model1_EQA_CH4,Step4_Model2_EQC_CH1,Step5_Model1_EQC_CH4,Step6_Model2_EQA_CH1,Step7_Model2_EQC_CH3,Step8_Model2_EQB_CH1,Step9_Model1_EQB_CH4,Step10_Model2_EQB_CH2,Step11_Model1_EQC_CH4,Step12_Model3_EQB_CH2,Step13_Model1_EQB_CH3,Step14_Model3_EQA_CH4,Step15_Model3_EQC_CH1,Step16_Model1_EQA_CH4,Step17_Model2_EQB_CH2,Step18_Model3_EQA_CH3,Step19_Model1_EQB_CH1,Step20_Model3_EQC_CH4,Step21_Model2_EQA_CH2,Step22_Model2_EQB_CH1,Step23_Model2_EQB_CH3,Step24_Model1_EQB_CH1,Step25_Model1_EQB_CH3,Step26_Model3_EQA_CH1,Step27_Model3_EQB_CH4,Step28_Model2_EQB_CH2,Step29_Model1_EQC_CH4,Step30_Model1_EQA_CH4,,,,,,,,63.94,,,,,36.48,,,,,,,,,,,,,,,,59.81,,,,,,44.01,,,66.35,,,,60.53,,,,,,,,,,,,,,,,,,,,,,
L013W24,L013,24,Step1_Model3_EQB_CH3,Step2_Model1_EQB_CH3,Step3_Model1_EQA_CH3,Step4_Model2_EQC_CH4,Step5_Model1_EQC_CH1,Step6_Model2_EQA_CH1,Step7_Model2_EQC_CH4,Step8_Model2_EQB_CH4,Step9_Model1_EQB_CH2,Step10_Model2_EQB_CH3,Step11_Model1_EQC_CH3,Step12_Model3_EQB_CH4,Step13_Model1_EQB_CH4,Step14_Model3_EQA_CH1,Step15_Model3_EQC_CH4,Step16_Model1_EQA_CH1,Step17_Model2_EQB_CH4,Step18_Model3_EQA_CH2,Step19_Model1_EQB_CH2,Step20_Model3_EQC_CH1,Step21_Model2_EQA_CH3,Step22_Model2_EQB_CH2,Step23_Model2_EQB_CH1,Step24_Model1_EQB_CH4,Step25_Model1_EQB_CH4,Step26_Model3_EQA_CH1,Step27_Model3_EQB_CH3,Step28_Model2_EQB_CH1,Step29_Model1_EQC_CH1,Step30_Model1_EQA_CH2,35.47,,,,,,,,,,,,,,,,,,43.38,47.77,,,,40.47,37.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L013W25,L013,25,Step1_Model3_EQB_CH1,Step2_Model1_EQB_CH1,Step3_Model1_EQA_CH4,Step4_Model2_EQC_CH2,Step5_Model1_EQC_CH4,Step6_Model2_EQA_CH4,Step7_Model2_EQC_CH3,Step8_Model2_EQB_CH3,Step9_Model1_EQB_CH2,Step10_Model2_EQB_CH2,Step11_Model1_EQC_CH3,Step12_Model3_EQB_CH3,Step13_Model1_EQB_CH3,Step14_Model3_EQA_CH3,Step15_Model3_EQC_CH3,Step16_Model1_EQA_CH4,Step17_Model2_EQB_CH2,Step18_Model3_EQA_CH4,Step19_Model1_EQB_CH4,Step20_Model3_EQC_CH1,Step21_Model2_EQA_CH4,Step22_Model2_EQB_CH3,Step23_Model2_EQB_CH3,Step24_Model1_EQB_CH1,Step25_Model1_EQB_CH1,Step26_Model3_EQA_CH1,Step27_Model3_EQB_CH1,Step28_Model2_EQB_CH1,Step29_Model1_EQC_CH4,Step30_Model1_EQA_CH1,,,,,46.58,,,,,,,,26.76,,,57.77,,,,,,,,,,58.94,,52.43,,,,,,,,,,,,,,,,63.92,,46.02,47.14,,,,,,,,,,,,,,,,,
L014W01,L014,1,Step1_Model2_EQA_CH1,Step2_Model1_EQB_CH2,Step3_Model1_EQC_CH3,Step4_Model3_EQA_CH3,Step5_Model2_EQC_CH4,Step6_Model2_EQC_CH2,Step7_Model1_EQB_CH3,Step8_Model2_EQB_CH2,Step9_Model3_EQC_CH3,Step10_Model3_EQA_CH4,Step11_Model3_EQA_CH4,Step12_Model2_EQB_CH2,Step13_Model1_EQC_CH3,Step14_Model1_EQB_CH1,Step15_Model2_EQA_CH4,Step16_Model3_EQC_CH2,Step17_Model1_EQA_CH2,Step18_Model3_EQB_CH3,Step19_Model1_EQC_CH2,Step20_Model3_EQB_CH4,Step21_Model2_EQB_CH2,Step22_Model2_EQB_CH2,Step23_Model1_EQC_CH1,Step24_Model1_EQA_CH1,Step25_Model1_EQA_CH4,Step26_Model1_EQB_CH3,Step27_Model2_EQC_CH1,Step28_Model1_EQC_CH3,Step29_Model2_EQB_CH4,Step30_Model2_EQA_CH1,,,,,,,,,,,,,40.98,,,,,,,46.58,,37.53,,,32.61,,,,,,,42.14,,,,,42.75,,,,,,56.62,,,,,,,,,,,,,,,,,,,,,
