Lot_Wafer_ID,Lot_ID,Wafer_Slot,Step1_Config,Step2_Config,Step3_Config,Step4_Config,Step5_Config,Step6_Config,Step7_Config,Step8_Config,Step9_Config,Step10_Config,Step11_Config,Step12_Config,Step13_Config,Step14_Config,Step15_Config,Step16_Config,Step17_Config,Step18_Config,Step19_Config,Step20_Config,Step21_Config,Step22_Config,Step23_Config,Step24_Config,Step25_Config,Step26_Config,Step27_Config,Step28_Config,Step29_Config,Step30_Config,Step1_R1,Step2_R1,Step3_R1,Step4_R1,Step4_R2,Step5_R1,Step6_R1,Step6_R2,Step7_R1,Step7_R2,Step8_R1,Step9_R1,Step9_R2,Step10_R1,Step11_R1,Step12_R1,Step12_R2,Step13_R1,Step13_R2,Step13_R3,Step14_R1,Step14_R2,Step14_R3,Step15_R1,Step15_R2,Step16_R1,Step17_R1,Step18_R1,Step19_R1,Step20_R1,Step21_R1,Step22_R1,Step22_R2,Step22_R3,Step23_R1,Step24_R1,Step24_R2,Step25_R1,Step25_R2,Step25_R3,Step26_R1,Step27_R1,Step28_R1,Step28_R2,Step28_R3,Step29_R1,Step29_R2,Step30_R1,Step1_D1,Step6_D1,Step8_D1,Step11_D1,Step13_D1,Step14_D1,Step21_D1,Step22_D1,Step27_D1,Step30_D1,Y,Y1,Y2,Y3,Y4,Y5
T006_W22,T006,22,Step1_Model2_EQC_CH2,Step2_Model3_EQA_CH4,Step3_Model3_EQC_CH1,Step4_Model1_EQA_CH2,Step5_Model2_EQB_CH2,Step6_Model1_EQC_CH4,Step7_Model2_EQC_CH3,Step8_Model3_EQB_CH2,Step9_Model1_EQA_CH4,Step10_Model3_EQB_CH2,Step11_Model2_EQA_CH1,Step12_Model3_EQB_CH3,Step13_Model3_EQA_CH1,Step14_Model1_EQA_CH3,Step15_Model3_EQC_CH2,Step16_Model2_EQC_CH4,Step17_Model3_EQC_CH3,Step18_Model2_EQB_CH1,Step19_Model3_EQA_CH2,Step20_Model1_EQA_CH4,Step21_Model1_EQA_CH1,Step22_Model3_EQA_CH1,Step23_Model3_EQC_CH3,Step24_Model1_EQA_CH3,Step25_Model1_EQB_CH1,Step26_Model3_EQA_CH4,Step27_Model3_EQB_CH4,Step28_Model3_EQC_CH3,Step29_Model2_EQA_CH4,Step30_Model2_EQC_CH1,,,32.40853555448477,,,57.866488592821604,56.114254059302525,,,,,,,,,,42.56771213039919,,,,,,,,,,,,,,,,,,54.791797290172866,,,,,,,,,,,,60.56072476662807,,,,,,,,,,,,,,,,,
T006_W23,T006,23,Step1_Model2_EQC_CH2,Step2_Model3_EQA_CH3,Step3_Model3_EQC_CH2,Step4_Model1_EQA_CH4,Step5_Model2_EQB_CH2,Step6_Model1_EQC_CH2,Step7_Model2_EQC_CH2,Step8_Model3_EQB_CH1,Step9_Model1_EQA_CH2,Step10_Model3_EQB_CH4,Step11_Model2_EQA_CH3,Step12_Model3_EQB_CH3,Step13_Model3_EQA_CH4,Step14_Model1_EQA_CH2,Step15_Model3_EQC_CH1,Step16_Model2_EQC_CH3,Step17_Model3_EQC_CH4,Step18_Model2_EQB_CH1,Step19_Model3_EQA_CH3,Step20_Model1_EQA_CH3,Step21_Model1_EQA_CH4,Step22_Model3_EQA_CH4,Step23_Model3_EQC_CH4,Step24_Model1_EQA_CH4,Step25_Model1_EQB_CH2,Step26_Model3_EQA_CH1,Step27_Model3_EQB_CH1,Step28_Model3_EQC_CH2,Step29_Model2_EQA_CH1,Step30_Model2_EQC_CH1,,34.91096405608626,,40.08419176854214,,,40.066229163982044,,,,32.94721557,,,,,,,,,,,33.96342693537665,,45.008910955057424,41.16038418851309,,56.02555423976588,,,,44.76478080729068,,,,,,,,,,,,,,,,52.72301558463301,,,,,9,4,,,,,,,,,,,
T006_W24,T006,24,Step1_Model2_EQC_CH1,Step2_Model3_EQA_CH1,Step3_Model3_EQC_CH3,Step4_Model1_EQA_CH4,Step5_Model2_EQB_CH2,Step6_Model1_EQC_CH1,Step7_Model2_EQC_CH1,Step8_Model3_EQB_CH1,Step9_Model1_EQA_CH1,Step10_Model3_EQB_CH3,Step11_Model2_EQA_CH3,Step12_Model3_EQB_CH2,Step13_Model3_EQA_CH1,Step14_Model1_EQA_CH3,Step15_Model3_EQC_CH2,Step16_Model2_EQC_CH4,Step17_Model3_EQC_CH2,Step18_Model2_EQB_CH2,Step19_Model3_EQA_CH3,Step20_Model1_EQA_CH4,Step21_Model1_EQA_CH4,Step22_Model3_EQA_CH4,Step23_Model3_EQC_CH1,Step24_Model1_EQA_CH4,Step25_Model1_EQB_CH1,Step26_Model3_EQA_CH3,Step27_Model3_EQB_CH4,Step28_Model3_EQC_CH4,Step29_Model2_EQA_CH2,Step30_Model2_EQC_CH3,,,,,,,,,,52.41883609,35.86798403986349,,,,,,,,,,44.75782820384049,39.42009729422039,,,,,,64.40550243071974,,45.65824338144961,,,,,,,,,47.74988232146286,,,57.206795515180076,,,,,,,,,,,11,,,,,,,,,,,
T006_W25,T006,25,Step1_Model2_EQC_CH2,Step2_Model3_EQA_CH1,Step3_Model3_EQC_CH1,Step4_Model1_EQA_CH3,Step5_Model2_EQB_CH4,Step6_Model1_EQC_CH4,Step7_Model2_EQC_CH3,Step8_Model3_EQB_CH3,Step9_Model1_EQA_CH1,Step10_Model3_EQB_CH1,Step11_Model2_EQA_CH4,Step12_Model3_EQB_CH4,Step13_Model3_EQA_CH1,Step14_Model1_EQA_CH4,Step15_Model3_EQC_CH1,Step16_Model2_EQC_CH1,Step17_Model3_EQC_CH4,Step18_Model2_EQB_CH2,Step19_Model3_EQA_CH4,Step20_Model1_EQA_CH1,Step21_Model1_EQA_CH3,Step22_Model3_EQA_CH2,Step23_Model3_EQC_CH1,Step24_Model1_EQA_CH4,Step25_Model1_EQB_CH4,Step26_Model3_EQA_CH1,Step27_Model3_EQB_CH4,Step28_Model3_EQC_CH2,Step29_Model2_EQA_CH2,Step30_Model2_EQC_CH3,,,,,,61.99961327353655,,,,,32.36072702024144,,,,,,,,60.96202888830004,,,,,,,,42.91162358232346,,,35.548571835749456,,,,,,68.00640658771825,,,,,,,,,,,,,10,,,,,,,,,,,,,,,
T007_W01,T007,1,Step1_Model3_EQC_CH2,Step2_Model3_EQC_CH2,Step3_Model2_EQA_CH3,Step4_Model2_EQB_CH3,Step5_Model2_EQA_CH1,Step6_Model2_EQB_CH1,Step7_Model3_EQA_CH4,Step8_Model1_EQB_CH2,Step9_Model2_EQB_CH3,Step10_Model2_EQA_CH4,Step11_Model1_EQC_CH3,Step12_Model3_EQC_CH3,Step13_Model2_EQA_CH1,Step14_Model2_EQC_CH1,Step15_Model2_EQA_CH3,Step16_Model3_EQA_CH2,Step17_Model2_EQC_CH4,Step18_Model2_EQC_CH3,Step19_Model2_EQB_CH1,Step20_Model1_EQC_CH1,Step21_Model3_EQC_CH4,Step22_Model2_EQA_CH1,Step23_Model3_EQC_CH3,Step24_Model1_EQA_CH1,Step25_Model3_EQC_CH3,Step26_Model2_EQC_CH3,Step27_Model1_EQC_CH1,Step28_Model1_EQA_CH4,Step29_Model3_EQC_CH4,Step30_Model2_EQA_CH2,,,,,,,,,,,,,42.92276130128201,,,,,,,,,,,,38.11349983,,40.572007484965425,,,,,,,,,,,,,,,,,,,39.642494111225275,,,,,,,,,,,14,,,,,,,
T007_W02,T007,2,Step1_Model3_EQC_CH3,Step2_Model3_EQC_CH1,Step3_Model2_EQA_CH3,Step4_Model2_EQB_CH2,Step5_Model2_EQA_CH2,Step6_Model2_EQB_CH4,Step7_Model3_EQA_CH1,Step8_Model1_EQB_CH3,Step9_Model2_EQB_CH1,Step10_Model2_EQA_CH1,Step11_Model1_EQC_CH4,Step12_Model3_EQC_CH4,Step13_Model2_EQA_CH3,Step14_Model2_EQC_CH4,Step15_Model2_EQA_CH3,Step16_Model3_EQA_CH2,Step17_Model2_EQC_CH4,Step18_Model2_EQC_CH2,Step19_Model2_EQB_CH2,Step20_Model1_EQC_CH3,Step21_Model3_EQC_CH1,Step22_Model2_EQA_CH4,Step23_Model3_EQC_CH3,Step24_Model1_EQA_CH3,Step25_Model3_EQC_CH2,Step26_Model2_EQC_CH4,Step27_Model1_EQC_CH4,Step28_Model1_EQA_CH2,Step29_Model3_EQC_CH4,Step30_Model2_EQA_CH3,,,,,,,,,54.79128826257359,,,,47.153374586601316,,,69.27941677086457,42.67205269,37.55039218935857,60.53720210379043,32.08906594498453,,25.738716787706686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T007_W03,T007,3,Step1_Model3_EQC_CH2,Step2_Model3_EQC_CH1,Step3_Model2_EQA_CH2,Step4_Model2_EQB_CH1,Step5_Model2_EQA_CH2,Step6_Model2_EQB_CH4,Step7_Model3_EQA_CH4,Step8_Model1_EQB_CH3,Step9_Model2_EQB_CH4,Step10_Model2_EQA_CH1,Step11_Model1_EQC_CH2,Step12_Model3_EQC_CH1,Step13_Model2_EQA_CH1,Step14_Model2_EQC_CH1,Step15_Model2_EQA_CH3,Step16_Model3_EQA_CH4,Step17_Model2_EQC_CH4,Step18_Model2_EQC_CH1,Step19_Model2_EQB_CH3,Step20_Model1_EQC_CH4,Step21_Model3_EQC_CH1,Step22_Model2_EQA_CH3,Step23_Model3_EQC_CH2,Step24_Model1_EQA_CH2,Step25_Model3_EQC_CH1,Step26_Model2_EQC_CH3,Step27_Model1_EQC_CH4,Step28_Model1_EQA_CH3,Step29_Model3_EQC_CH4,Step30_Model2_EQA_CH3,,,,,64.22291685020681,,,,,58.39018322470505,,,,,,,42.61988981301632,37.493802240769796,56.741311193185595,,,,,47.46965101681827,,60.47932850817358,,,50.726956819214536,,,,,,,,56.361320317580436,,,,53.91480139875026,,,,,,,,,,,,,,,,,,,,,,,
T007_W04,T007,4,Step1_Model3_EQC_CH1,Step2_Model3_EQC_CH4,Step3_Model2_EQA_CH3,Step4_Model2_EQB_CH2,Step5_Model2_EQA_CH3,Step6_Model2_EQB_CH3,Step7_Model3_EQA_CH1,Step8_Model1_EQB_CH3,Step9_Model2_EQB_CH2,Step10_Model2_EQA_CH1,Step11_Model1_EQC_CH3,Step12_Model3_EQC_CH3,Step13_Model2_EQA_CH3,Step14_Model2_EQC_CH4,Step15_Model2_EQA_CH4,Step16_Model3_EQA_CH3,Step17_Model2_EQC_CH1,Step18_Model2_EQC_CH4,Step19_Model2_EQB_CH1,Step20_Model1_EQC_CH4,Step21_Model3_EQC_CH2,Step22_Model2_EQA_CH3,Step23_Model3_EQC_CH3,Step24_Model1_EQA_CH4,Step25_Model3_EQC_CH1,Step26_Model2_EQC_CH3,Step27_Model1_EQC_CH3,Step28_Model1_EQA_CH4,Step29_Model3_EQC_CH2,Step30_Model2_EQA_CH1,,,,53.09838380653079,63.22866396208414,,,,,,,,,,,,,,56.924062197204464,36.943304699013915,,,,,,,,,47.14224977154144,,,46.90525389900605,,,,,,,50.57661123465769,,,,,,,,,,,,,,,14,,,,,,,,,,
T007_W05,T007,5,Step1_Model3_EQC_CH3,Step2_Model3_EQC_CH3,Step3_Model2_EQA_CH2,Step4_Model2_EQB_CH2,Step5_Model2_EQA_CH3,Step6_Model2_EQB_CH1,Step7_Model3_EQA_CH3,Step8_Model1_EQB_CH4,Step9_Model2_EQB_CH1,Step10_Model2_EQA_CH4,Step11_Model1_EQC_CH3,Step12_Model3_EQC_CH4,Step13_Model2_EQA_CH1,Step14_Model2_EQC_CH3,Step15_Model2_EQA_CH1,Step16_Model3_EQA_CH3,Step17_Model2_EQC_CH2,Step18_Model2_EQC_CH4,Step19_Model2_EQB_CH2,Step20_Model1_EQC_CH2,Step21_Model3_EQC_CH1,Step22_Model2_EQA_CH1,Step23_Model3_EQC_CH4,Step24_Model1_EQA_CH2,Step25_Model3_EQC_CH4,Step26_Model2_EQC_CH2,Step27_Model1_EQC_CH1,Step28_Model1_EQA_CH2,Step29_Model3_EQC_CH2,Step30_Model2_EQA_CH4,,,,50.05720635006159,,,,,,,,44.48205156,42.31719371388037,,,,,,,,,,,,,,,,,,,,61.38119319443436,,,,,,,,,54.76228666601007,,,,,,,,,,,,,8,,,,,,,,,
T007_W06,T007,6,Step1_Model3_EQC_CH3,Step2_Model3_EQC_CH3,Step3_Model2_EQA_CH2,Step4_Model2_EQB_CH4,Step5_Model2_EQA_CH1,Step6_Model2_EQB_CH4,Step7_Model3_EQA_CH4,Step8_Model1_EQB_CH4,Step9_Model2_EQB_CH3,Step10_Model2_EQA_CH1,Step11_Model1_EQC_CH3,Step12_Model3_EQC_CH3,Step13_Model2_EQA_CH1,Step14_Model2_EQC_CH3,Step15_Model2_EQA_CH1,Step16_Model3_EQA_CH3,Step17_Model2_EQC_CH2,Step18_Model2_EQC_CH2,Step19_Model2_EQB_CH1,Step20_Model1_EQC_CH2,Step21_Model3_EQC_CH1,Step22_Model2_EQA_CH2,Step23_Model3_EQC_CH2,Step24_Model1_EQA_CH3,Step25_Model3_EQC_CH3,Step26_Model2_EQC_CH3,Step27_Model1_EQC_CH3,Step28_Model1_EQA_CH2,Step29_Model3_EQC_CH1,Step30_Model2_EQA_CH3,,,,,,,43.23787429031237,39.27420332780425,,,,,,,,,,31.35314419366398,,,,,66.54873488537643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,
T007_W07,T007,7,Step1_Model3_EQC_CH2,Step2_Model3_EQC_CH2,Step3_Model2_EQA_CH3,Step4_Model2_EQB_CH1,Step5_Model2_EQA_CH3,Step6_Model2_EQB_CH4,Step7_Model3_EQA_CH1,Step8_Model1_EQB_CH2,Step9_Model2_EQB_CH1,Step10_Model2_EQA_CH4,Step11_Model1_EQC_CH2,Step12_Model3_EQC_CH2,Step13_Model2_EQA_CH1,Step14_Model2_EQC_CH2,Step15_Model2_EQA_CH3,Step16_Model3_EQA_CH2,Step17_Model2_EQC_CH3,Step18_Model2_EQC_CH3,Step19_Model2_EQB_CH3,Step20_Model1_EQC_CH1,Step21_Model3_EQC_CH4,Step22_Model2_EQA_CH4,Step23_Model3_EQC_CH1,Step24_Model1_EQA_CH3,Step25_Model3_EQC_CH1,Step26_Model2_EQC_CH1,Step27_Model1_EQC_CH2,Step28_Model1_EQA_CH2,Step29_Model3_EQC_CH4,Step30_Model2_EQA_CH3,,,,46.97613535,,,,,,,38.62990564705885,34.78453177207913,,,,,45.64592622023905,,,,43.64461957360191,,,,,,,,55.82851529251105,,36.74148758523652,,,,,,51.19598763083549,39.83590821763231,,,,,,,,37.15926200066593,,,,,,,,,,11,,,,,,,,
T007_W08,T007,8,Step1_Model3_EQC_CH4,Step2_Model3_EQC_CH3,Step3_Model2_EQA_CH2,Step4_Model2_EQB_CH3,Step5_Model2_EQA_CH2,Step6_Model2_EQB_CH4,Step7_Model3_EQA_CH3,Step8_Model1_EQB_CH3,Step9_Model2_EQB_CH1,Step10_Model2_EQA_CH1,Step11_Model1_EQC_CH1,Step12_Model3_EQC_CH2,Step13_Model2_EQA_CH4,Step14_Model2_EQC_CH4,Step15_Model2_EQA_CH2,Step16_Model3_EQA_CH3,Step17_Model2_EQC_CH3,Step18_Model2_EQC_CH1,Step19_Model2_EQB_CH2,Step20_Model1_EQC_CH1,Step21_Model3_EQC_CH4,Step22_Model2_EQA_CH3,Step23_Model3_EQC_CH1,Step24_Model1_EQA_CH4,Step25_Model3_EQC_CH2,Step26_Model2_EQC_CH4,Step27_Model1_EQC_CH1,Step28_Model1_EQA_CH1,Step29_Model3_EQC_CH2,Step30_Model2_EQA_CH2,,,,,,,,,,,,,,,,,,,,37.890813249328964,44.47777534,,,,38.29375085793432,,,,,,,,53.754553366810526,,,57.76209098640151,,,41.93435871890938,48.068208097507906,,,57.654650508229544,,51.4657601,,,46.42725121698952,,,,,,,,14,,,,,,,,
T007_W09,T007,9,Step1_Model3_EQC_CH2,Step2_Model3_EQC_CH1,Step3_Model2_EQA_CH1,Step4_Model2_EQB_CH2,Step5_Model2_EQA_CH4,Step6_Model2_EQB_CH4,Step7_Model3_EQA_CH1,Step8_Model1_EQB_CH1,Step9_Model2_EQB_CH3,Step10_Model2_EQA_CH2,Step11_Model1_EQC_CH3,Step12_Model3_EQC_CH1,Step13_Model2_EQA_CH2,Step14_Model2_EQC_CH3,Step15_Model2_EQA_CH3,Step16_Model3_EQA_CH4,Step17_Model2_EQC_CH1,Step18_Model2_EQC_CH4,Step19_Model2_EQB_CH2,Step20_Model1_EQC_CH3,Step21_Model3_EQC_CH3,Step22_Model2_EQA_CH3,Step23_Model3_EQC_CH4,Step24_Model1_EQA_CH3,Step25_Model3_EQC_CH3,Step26_Model2_EQC_CH4,Step27_Model1_EQC_CH2,Step28_Model1_EQA_CH2,Step29_Model3_EQC_CH1,Step30_Model2_EQA_CH4,,,,,,,,,,,,,45.910920044304085,,,62.264916085714894,,,,,,,,,,,,,46.825194859024435,,42.22118574890037,,,62.199731903403794,,,,,,,,,,,,,,54.55342773898699,,,,,13,,,,,12,,,,,,
T007_W10,T007,10,Step1_Model3_EQC_CH4,Step2_Model3_EQC_CH2,Step3_Model2_EQA_CH4,Step4_Model2_EQB_CH4,Step5_Model2_EQA_CH4,Step6_Model2_EQB_CH1,Step7_Model3_EQA_CH4,Step8_Model1_EQB_CH1,Step9_Model2_EQB_CH2,Step10_Model2_EQA_CH1,Step11_Model1_EQC_CH1,Step12_Model3_EQC_CH2,Step13_Model2_EQA_CH1,Step14_Model2_EQC_CH2,Step15_Model2_EQA_CH2,Step16_Model3_EQA_CH4,Step17_Model2_EQC_CH3,Step18_Model2_EQC_CH3,Step19_Model2_EQB_CH1,Step20_Model1_EQC_CH3,Step21_Model3_EQC_CH4,Step22_Model2_EQA_CH4,Step23_Model3_EQC_CH1,Step24_Model1_EQA_CH2,Step25_Model3_EQC_CH2,Step26_Model2_EQC_CH3,Step27_Model1_EQC_CH3,Step28_Model1_EQA_CH4,Step29_Model3_EQC_CH4,Step30_Model2_EQA_CH2,,,38.975911413822324,,61.28744720606335,,,,,61.08061998222063,,,,,,60.437695833992066,,,,,,,,,,,45.869851613292155,53.817998343384424,,,,40.96755263233749,,,54.800310770382346,52.42016581745134,,,,,53.185506222022646,,,,,,,,,,,,,,,,,,,,,,,
T007_W11,T007,11,Step1_Model3_EQC_CH2,Step2_Model3_EQC_CH2,Step3_Model2_EQA_CH2,Step4_Model2_EQB_CH2,Step5_Model2_EQA_CH2,Step6_Model2_EQB_CH1,Step7_Model3_EQA_CH4,Step8_Model1_EQB_CH3,Step9_Model2_EQB_CH3,Step10_Model2_EQA_CH3,Step11_Model1_EQC_CH3,Step12_Model3_EQC_CH2,Step13_Model2_EQA_CH3,Step14_Model2_EQC_CH2,Step15_Model2_EQA_CH3,Step16_Model3_EQA_CH4,Step17_Model2_EQC_CH3,Step18_Model2_EQC_CH3,Step19_Model2_EQB_CH2,Step20_Model1_EQC_CH3,Step21_Model3_EQC_CH4,Step22_Model2_EQA_CH1,Step23_Model3_EQC_CH2,Step24_Model1_EQA_CH3,Step25_Model3_EQC_CH2,Step26_Model2_EQC_CH2,Step27_Model1_EQC_CH4,Step28_Model1_EQA_CH2,Step29_Model3_EQC_CH4,Step30_Model2_EQA_CH2,,,,,,,,,61.13641521,,,,,,,53.47548014319991,,,,,,,,44.997005556617935,,,,59.15138318688618,,37.962251038123284,,44.025832704723236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T007_W12,T007,12,Step1_Model3_EQC_CH3,Step2_Model3_EQC_CH3,Step3_Model2_EQA_CH1,Step4_Model2_EQB_CH1,Step5_Model2_EQA_CH4,Step6_Model2_EQB_CH4,Step7_Model3_EQA_CH2,Step8_Model1_EQB_CH4,Step9_Model2_EQB_CH4,Step10_Model2_EQA_CH1,Step11_Model1_EQC_CH1,Step12_Model3_EQC_CH3,Step13_Model2_EQA_CH1,Step14_Model2_EQC_CH3,Step15_Model2_EQA_CH2,Step16_Model3_EQA_CH4,Step17_Model2_EQC_CH2,Step18_Model2_EQC_CH3,Step19_Model2_EQB_CH4,Step20_Model1_EQC_CH2,Step21_Model3_EQC_CH2,Step22_Model2_EQA_CH2,Step23_Model3_EQC_CH4,Step24_Model1_EQA_CH1,Step25_Model3_EQC_CH1,Step26_Model2_EQC_CH1,Step27_Model1_EQC_CH3,Step28_Model1_EQA_CH1,Step29_Model3_EQC_CH4,Step30_Model2_EQA_CH1,,30.988432817733052,,57.762432495514446,,,,,,,,42.54537971752599,,59.42571057672191,,,48.046427907549415,35.84227262491149,,,,,63.22087244453121,,,,,60.529445843461815,44.28104045834577,,,,,63.88107465,42.420533041540736,,51.673430750885714,45.23243191,,,,53.99558701047799,,,,,,,,,,,,,,,,,,,,,,
T007_W13,T007,13,Step1_Model3_EQC_CH2,Step2_Model3_EQC_CH3,Step3_Model2_EQA_CH4,Step4_Model2_EQB_CH4,Step5_Model2_EQA_CH2,Step6_Model2_EQB_CH2,Step7_Model3_EQA_CH1,Step8_Model1_EQB_CH2,Step9_Model2_EQB_CH1,Step10_Model2_EQA_CH3,Step11_Model1_EQC_CH2,Step12_Model3_EQC_CH2,Step13_Model2_EQA_CH3,Step14_Model2_EQC_CH1,Step15_Model2_EQA_CH4,Step16_Model3_EQA_CH3,Step17_Model2_EQC_CH1,Step18_Model2_EQC_CH4,Step19_Model2_EQB_CH3,Step20_Model1_EQC_CH1,Step21_Model3_EQC_CH4,Step22_Model2_EQA_CH2,Step23_Model3_EQC_CH2,Step24_Model1_EQA_CH1,Step25_Model3_EQC_CH3,Step26_Model2_EQC_CH2,Step27_Model1_EQC_CH3,Step28_Model1_EQA_CH4,Step29_Model3_EQC_CH2,Step30_Model2_EQA_CH4,42.026127297893765,,,,,,,,56.55388088161486,61.107941842358386,,,,,,,,,,,,,,48.869369212575116,,,,57.207625497737304,,,38.168057995865404,41.31395975688173,,,,,,,,,,,,,,27.35509093175925,,,,,,,,,15,,,,,,,,,
T007_W14,T007,14,Step1_Model3_EQC_CH4,Step2_Model3_EQC_CH4,Step3_Model2_EQA_CH1,Step4_Model2_EQB_CH3,Step5_Model2_EQA_CH1,Step6_Model2_EQB_CH1,Step7_Model3_EQA_CH3,Step8_Model1_EQB_CH1,Step9_Model2_EQB_CH2,Step10_Model2_EQA_CH3,Step11_Model1_EQC_CH4,Step12_Model3_EQC_CH3,Step13_Model2_EQA_CH4,Step14_Model2_EQC_CH1,Step15_Model2_EQA_CH3,Step16_Model3_EQA_CH4,Step17_Model2_EQC_CH4,Step18_Model2_EQC_CH3,Step19_Model2_EQB_CH3,Step20_Model1_EQC_CH3,Step21_Model3_EQC_CH4,Step22_Model2_EQA_CH1,Step23_Model3_EQC_CH3,Step24_Model1_EQA_CH2,Step25_Model3_EQC_CH3,Step26_Model2_EQC_CH3,Step27_Model1_EQC_CH3,Step28_Model1_EQA_CH1,Step29_Model3_EQC_CH1,Step30_Model2_EQA_CH4,,,,,58.29133695,,,,,,,,,,,,54.415025710667905,,64.04475534678672,,,,,,45.012545644439484,,,,52.941500591842164,,,,,,50.17393691539243,,,,,,52.249716877506366,,,,,,55.05257039645758,,,,,,,,,,,,,,,,,
T007_W15,T007,15,Step1_Model3_EQC_CH4,Step2_Model3_EQC_CH3,Step3_Model2_EQA_CH3,Step4_Model2_EQB_CH1,Step5_Model2_EQA_CH1,Step6_Model2_EQB_CH2,Step7_Model3_EQA_CH3,Step8_Model1_EQB_CH4,Step9_Model2_EQB_CH4,Step10_Model2_EQA_CH2,Step11_Model1_EQC_CH4,Step12_Model3_EQC_CH3,Step13_Model2_EQA_CH4,Step14_Model2_EQC_CH4,Step15_Model2_EQA_CH4,Step16_Model3_EQA_CH2,Step17_Model2_EQC_CH3,Step18_Model2_EQC_CH1,Step19_Model2_EQB_CH1,Step20_Model1_EQC_CH3,Step21_Model3_EQC_CH1,Step22_Model2_EQA_CH4,Step23_Model3_EQC_CH1,Step24_Model1_EQA_CH3,Step25_Model3_EQC_CH3,Step26_Model2_EQC_CH4,Step27_Model1_EQC_CH1,Step28_Model1_EQA_CH1,Step29_Model3_EQC_CH4,Step30_Model2_EQA_CH4,,,,,,,,,,,,,,,,,,,,,42.530594969181685,,,,40.398819913990295,,,,,,,,,,,,,,,,,48.3648859,,,,,,,,,13,,,,,,,,,,,,,
T007_W16,T007,16,Step1_Model3_EQC_CH4,Step2_Model3_EQC_CH3,Step3_Model2_EQA_CH2,Step4_Model2_EQB_CH3,Step5_Model2_EQA_CH3,Step6_Model2_EQB_CH1,Step7_Model3_EQA_CH1,Step8_Model1_EQB_CH1,Step9_Model2_EQB_CH3,Step10_Model2_EQA_CH1,Step11_Model1_EQC_CH4,Step12_Model3_EQC_CH4,Step13_Model2_EQA_CH2,Step14_Model2_EQC_CH4,Step15_Model2_EQA_CH2,Step16_Model3_EQA_CH2,Step17_Model2_EQC_CH2,Step18_Model2_EQC_CH4,Step19_Model2_EQB_CH4,Step20_Model1_EQC_CH4,Step21_Model3_EQC_CH2,Step22_Model2_EQA_CH4,Step23_Model3_EQC_CH4,Step24_Model1_EQA_CH1,Step25_Model3_EQC_CH2,Step26_Model2_EQC_CH3,Step27_Model1_EQC_CH4,Step28_Model1_EQA_CH2,Step29_Model3_EQC_CH2,Step30_Model2_EQA_CH3,,,,,57.74686496906436,,,,,,,49.41378350133205,,,40.24209069068611,,,37.372123413687824,,,,,,,,,,,,34.459945809382006,,,,,,,,,,,,,,,,43.235784667571004,,,,,,7,,,,,,,,,,,,
T007_W17,T007,17,Step1_Model3_EQC_CH1,Step2_Model3_EQC_CH2,Step3_Model2_EQA_CH1,Step4_Model2_EQB_CH3,Step5_Model2_EQA_CH2,Step6_Model2_EQB_CH1,Step7_Model3_EQA_CH2,Step8_Model1_EQB_CH4,Step9_Model2_EQB_CH1,Step10_Model2_EQA_CH4,Step11_Model1_EQC_CH3,Step12_Model3_EQC_CH2,Step13_Model2_EQA_CH2,Step14_Model2_EQC_CH3,Step15_Model2_EQA_CH4,Step16_Model3_EQA_CH1,Step17_Model2_EQC_CH2,Step18_Model2_EQC_CH2,Step19_Model2_EQB_CH3,Step20_Model1_EQC_CH3,Step21_Model3_EQC_CH2,Step22_Model2_EQA_CH4,Step23_Model3_EQC_CH1,Step24_Model1_EQA_CH2,Step25_Model3_EQC_CH4,Step26_Model2_EQC_CH2,Step27_Model1_EQC_CH2,Step28_Model1_EQA_CH4,Step29_Model3_EQC_CH3,Step30_Model2_EQA_CH2,,,,,,,,,,,,,,,,60.30135047603826,,,,,,33.17785202443923,,,,,,,,,,,,65.12286980326955,53.286055553809746,,,,,45.265827864262214,,,,,,,,,14,,,,,,,,,,,,,,,
T007_W18,T007,18,Step1_Model3_EQC_CH2,Step2_Model3_EQC_CH4,Step3_Model2_EQA_CH4,Step4_Model2_EQB_CH2,Step5_Model2_EQA_CH1,Step6_Model2_EQB_CH3,Step7_Model3_EQA_CH3,Step8_Model1_EQB_CH2,Step9_Model2_EQB_CH1,Step10_Model2_EQA_CH3,Step11_Model1_EQC_CH3,Step12_Model3_EQC_CH4,Step13_Model2_EQA_CH4,Step14_Model2_EQC_CH3,Step15_Model2_EQA_CH4,Step16_Model3_EQA_CH1,Step17_Model2_EQC_CH3,Step18_Model2_EQC_CH2,Step19_Model2_EQB_CH3,Step20_Model1_EQC_CH4,Step21_Model3_EQC_CH2,Step22_Model2_EQA_CH1,Step23_Model3_EQC_CH4,Step24_Model1_EQA_CH1,Step25_Model3_EQC_CH4,Step26_Model2_EQC_CH3,Step27_Model1_EQC_CH1,Step28_Model1_EQA_CH4,Step29_Model3_EQC_CH2,Step30_Model2_EQA_CH4,,,,,,,,,,,,,,,,,,,57.26608692948207,,,,,,,,,,,,,,,,,,,,42.05938751978647,,,,,,44.55889216024408,,,,,,,,,,9,,,,,,,,,
