Lot_Wafer_ID,Lot_ID,Wafer_Slot,Step1_Config,Step2_Config,Step3_Config,Step4_Config,Step5_Config,Step6_Config,Step7_Config,Step8_Config,Step9_Config,Step10_Config,Step11_Config,Step12_Config,Step13_Config,Step14_Config,Step15_Config,Step16_Config,Step17_Config,Step18_Config,Step19_Config,Step20_Config,Step21_Config,Step22_Config,Step23_Config,Step24_Config,Step25_Config,Step26_Config,Step27_Config,Step28_Config,Step29_Config,Step30_Config,Step1_R1,Step2_R1,Step3_R1,Step4_R1,Step4_R2,Step5_R1,Step6_R1,Step6_R2,Step7_R1,Step7_R2,Step8_R1,Step9_R1,Step9_R2,Step10_R1,Step11_R1,Step12_R1,Step12_R2,Step13_R1,Step13_R2,Step13_R3,Step14_R1,Step14_R2,Step14_R3,Step15_R1,Step15_R2,Step16_R1,Step17_R1,Step18_R1,Step19_R1,Step20_R1,Step21_R1,Step22_R1,Step22_R2,Step22_R3,Step23_R1,Step24_R1,Step24_R2,Step25_R1,Step25_R2,Step25_R3,Step26_R1,Step27_R1,Step28_R1,Step28_R2,Step28_R3,Step29_R1,Step29_R2,Step30_R1,Step1_D1,Step6_D1,Step8_D1,Step11_D1,Step13_D1,Step14_D1,Step21_D1,Step22_D1,Step27_D1,Step30_D1,Y,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
L067W08,L067,8,Step1_Model3_EQA_CH3,Step2_Model3_EQA_CH4,Step3_Model2_EQA_CH2,Step4_Model2_EQC_CH3,Step5_Model1_EQC_CH2,Step6_Model3_EQB_CH2,Step7_Model3_EQA_CH4,Step8_Model3_EQB_CH2,Step9_Model2_EQC_CH4,Step10_Model2_EQC_CH4,Step11_Model2_EQC_CH3,Step12_Model3_EQA_CH3,Step13_Model1_EQC_CH3,Step14_Model1_EQA_CH4,Step15_Model2_EQA_CH2,Step16_Model2_EQA_CH2,Step17_Model1_EQC_CH3,Step18_Model1_EQC_CH3,Step19_Model3_EQC_CH4,Step20_Model3_EQA_CH1,Step21_Model3_EQA_CH1,Step22_Model1_EQB_CH4,Step23_Model2_EQB_CH1,Step24_Model3_EQA_CH1,Step25_Model1_EQC_CH1,Step26_Model2_EQB_CH3,Step27_Model1_EQA_CH2,Step28_Model1_EQB_CH2,Step29_Model1_EQB_CH3,Step30_Model2_EQB_CH3,,,,,,,,,,,,,,,,,,,,48.46,,36.58,,,,,,,,,,,,,,56.37,,,,,,,,,,,,,10,,,,,8,,,,,,,,,,,,,,,
L067W09,L067,9,Step1_Model3_EQA_CH3,Step2_Model3_EQA_CH1,Step3_Model2_EQA_CH4,Step4_Model2_EQC_CH4,Step5_Model1_EQC_CH1,Step6_Model3_EQB_CH1,Step7_Model3_EQA_CH3,Step8_Model3_EQB_CH3,Step9_Model2_EQC_CH2,Step10_Model2_EQC_CH3,Step11_Model2_EQC_CH1,Step12_Model3_EQA_CH2,Step13_Model1_EQC_CH3,Step14_Model1_EQA_CH2,Step15_Model2_EQA_CH2,Step16_Model2_EQA_CH3,Step17_Model1_EQC_CH4,Step18_Model1_EQC_CH1,Step19_Model3_EQC_CH1,Step20_Model3_EQA_CH2,Step21_Model3_EQA_CH4,Step22_Model1_EQB_CH4,Step23_Model2_EQB_CH3,Step24_Model3_EQA_CH3,Step25_Model1_EQC_CH1,Step26_Model2_EQB_CH3,Step27_Model1_EQA_CH3,Step28_Model1_EQB_CH2,Step29_Model1_EQB_CH4,Step30_Model2_EQB_CH4,,,,,,,,,,,,,,,,66.15,,,,,,,,,,,,,,46.99,,,,43.55,48.73,,,,,,,,,64.93,,,,,,,,,,,,,,,,,,,,,,,,,
L067W10,L067,10,Step1_Model3_EQA_CH3,Step2_Model3_EQA_CH3,Step3_Model2_EQA_CH3,Step4_Model2_EQC_CH1,Step5_Model1_EQC_CH1,Step6_Model3_EQB_CH2,Step7_Model3_EQA_CH1,Step8_Model3_EQB_CH4,Step9_Model2_EQC_CH1,Step10_Model2_EQC_CH4,Step11_Model2_EQC_CH1,Step12_Model3_EQA_CH1,Step13_Model1_EQC_CH2,Step14_Model1_EQA_CH3,Step15_Model2_EQA_CH3,Step16_Model2_EQA_CH3,Step17_Model1_EQC_CH2,Step18_Model1_EQC_CH4,Step19_Model3_EQC_CH1,Step20_Model3_EQA_CH2,Step21_Model3_EQA_CH4,Step22_Model1_EQB_CH2,Step23_Model2_EQB_CH2,Step24_Model3_EQA_CH4,Step25_Model1_EQC_CH3,Step26_Model2_EQB_CH1,Step27_Model1_EQA_CH3,Step28_Model1_EQB_CH2,Step29_Model1_EQB_CH4,Step30_Model2_EQB_CH2,,,,,,,,,,62.67,,,,,,,,,,,,,,,34.2,,,,,,,,,,,,,62.83,,,,,60.53,,,,,,,,,,,,,,,,,,,,,,,,,,
L067W11,L067,11,Step1_Model3_EQA_CH3,Step2_Model3_EQA_CH3,Step3_Model2_EQA_CH3,Step4_Model2_EQC_CH1,Step5_Model1_EQC_CH3,Step6_Model3_EQB_CH1,Step7_Model3_EQA_CH1,Step8_Model3_EQB_CH3,Step9_Model2_EQC_CH4,Step10_Model2_EQC_CH2,Step11_Model2_EQC_CH2,Step12_Model3_EQA_CH1,Step13_Model1_EQC_CH1,Step14_Model1_EQA_CH1,Step15_Model2_EQA_CH2,Step16_Model2_EQA_CH1,Step17_Model1_EQC_CH4,Step18_Model1_EQC_CH4,Step19_Model3_EQC_CH1,Step20_Model3_EQA_CH2,Step21_Model3_EQA_CH3,Step22_Model1_EQB_CH2,Step23_Model2_EQB_CH3,Step24_Model3_EQA_CH3,Step25_Model1_EQC_CH1,Step26_Model2_EQB_CH4,Step27_Model1_EQA_CH1,Step28_Model1_EQB_CH3,Step29_Model1_EQB_CH1,Step30_Model2_EQB_CH3,,,,,,,,,58.97,63.93,50.6,,,,,,,,,,,,,,,,33.8,,57.99,,,,,,,,,64.73,,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L067W12,L067,12,Step1_Model3_EQA_CH1,Step2_Model3_EQA_CH4,Step3_Model2_EQA_CH4,Step4_Model2_EQC_CH2,Step5_Model1_EQC_CH3,Step6_Model3_EQB_CH3,Step7_Model3_EQA_CH1,Step8_Model3_EQB_CH2,Step9_Model2_EQC_CH4,Step10_Model2_EQC_CH1,Step11_Model2_EQC_CH2,Step12_Model3_EQA_CH4,Step13_Model1_EQC_CH1,Step14_Model1_EQA_CH4,Step15_Model2_EQA_CH3,Step16_Model2_EQA_CH2,Step17_Model1_EQC_CH4,Step18_Model1_EQC_CH2,Step19_Model3_EQC_CH1,Step20_Model3_EQA_CH2,Step21_Model3_EQA_CH1,Step22_Model1_EQB_CH2,Step23_Model2_EQB_CH1,Step24_Model3_EQA_CH1,Step25_Model1_EQC_CH1,Step26_Model2_EQB_CH4,Step27_Model1_EQA_CH3,Step28_Model1_EQB_CH2,Step29_Model1_EQB_CH3,Step30_Model2_EQB_CH3,,,,,,53.59,,73.28,,,,,36.87,,,,,,,,,45.85,,,,,,,,,,,,,,,,,,,,,,,,,,37.96,,,,,,,,,,,,,,,,,,,,,
L067W13,L067,13,Step1_Model3_EQA_CH3,Step2_Model3_EQA_CH3,Step3_Model2_EQA_CH2,Step4_Model2_EQC_CH2,Step5_Model1_EQC_CH3,Step6_Model3_EQB_CH2,Step7_Model3_EQA_CH2,Step8_Model3_EQB_CH1,Step9_Model2_EQC_CH2,Step10_Model2_EQC_CH4,Step11_Model2_EQC_CH3,Step12_Model3_EQA_CH2,Step13_Model1_EQC_CH3,Step14_Model1_EQA_CH2,Step15_Model2_EQA_CH3,Step16_Model2_EQA_CH4,Step17_Model1_EQC_CH2,Step18_Model1_EQC_CH2,Step19_Model3_EQC_CH4,Step20_Model3_EQA_CH2,Step21_Model3_EQA_CH3,Step22_Model1_EQB_CH4,Step23_Model2_EQB_CH1,Step24_Model3_EQA_CH3,Step25_Model1_EQC_CH2,Step26_Model2_EQB_CH3,Step27_Model1_EQA_CH4,Step28_Model1_EQB_CH2,Step29_Model1_EQB_CH2,Step30_Model2_EQB_CH4,32.55,,,,,,,,,,,,37.21,,,,,,,43.73,,,,,,,,55.05,,45.49,,,,,,,61.1,62.24,,66.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L067W14,L067,14,Step1_Model3_EQA_CH1,Step2_Model3_EQA_CH2,Step3_Model2_EQA_CH2,Step4_Model2_EQC_CH2,Step5_Model1_EQC_CH1,Step6_Model3_EQB_CH3,Step7_Model3_EQA_CH1,Step8_Model3_EQB_CH3,Step9_Model2_EQC_CH2,Step10_Model2_EQC_CH3,Step11_Model2_EQC_CH3,Step12_Model3_EQA_CH3,Step13_Model1_EQC_CH3,Step14_Model1_EQA_CH2,Step15_Model2_EQA_CH4,Step16_Model2_EQA_CH1,Step17_Model1_EQC_CH3,Step18_Model1_EQC_CH2,Step19_Model3_EQC_CH2,Step20_Model3_EQA_CH2,Step21_Model3_EQA_CH2,Step22_Model1_EQB_CH3,Step23_Model2_EQB_CH1,Step24_Model3_EQA_CH2,Step25_Model1_EQC_CH1,Step26_Model2_EQB_CH1,Step27_Model1_EQA_CH1,Step28_Model1_EQB_CH4,Step29_Model1_EQB_CH2,Step30_Model2_EQB_CH2,,,,47.08,,,,,,,,,,33.77,,,,39.09,,,38.54,38.9,,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L067W15,L067,15,Step1_Model3_EQA_CH2,Step2_Model3_EQA_CH1,Step3_Model2_EQA_CH2,Step4_Model2_EQC_CH2,Step5_Model1_EQC_CH1,Step6_Model3_EQB_CH2,Step7_Model3_EQA_CH3,Step8_Model3_EQB_CH4,Step9_Model2_EQC_CH3,Step10_Model2_EQC_CH3,Step11_Model2_EQC_CH3,Step12_Model3_EQA_CH1,Step13_Model1_EQC_CH2,Step14_Model1_EQA_CH3,Step15_Model2_EQA_CH3,Step16_Model2_EQA_CH2,Step17_Model1_EQC_CH1,Step18_Model1_EQC_CH3,Step19_Model3_EQC_CH2,Step20_Model3_EQA_CH2,Step21_Model3_EQA_CH4,Step22_Model1_EQB_CH3,Step23_Model2_EQB_CH3,Step24_Model3_EQA_CH4,Step25_Model1_EQC_CH2,Step26_Model2_EQB_CH2,Step27_Model1_EQA_CH3,Step28_Model1_EQB_CH3,Step29_Model1_EQB_CH4,Step30_Model2_EQB_CH3,,,,,,50.3,,53.32,,,,,,,,,55.78,48.62,47.48,,,36.96,,,,,,,,,,,,,,,,,60.13,,,,,,,57.82,,,,,,,,,11,,,,,,,,,,,,,,
L067W16,L067,16,Step1_Model3_EQA_CH3,Step2_Model3_EQA_CH1,Step3_Model2_EQA_CH4,Step4_Model2_EQC_CH2,Step5_Model1_EQC_CH3,Step6_Model3_EQB_CH2,Step7_Model3_EQA_CH3,Step8_Model3_EQB_CH1,Step9_Model2_EQC_CH4,Step10_Model2_EQC_CH4,Step11_Model2_EQC_CH2,Step12_Model3_EQA_CH1,Step13_Model1_EQC_CH2,Step14_Model1_EQA_CH1,Step15_Model2_EQA_CH3,Step16_Model2_EQA_CH3,Step17_Model1_EQC_CH1,Step18_Model1_EQC_CH3,Step19_Model3_EQC_CH4,Step20_Model3_EQA_CH1,Step21_Model3_EQA_CH1,Step22_Model1_EQB_CH2,Step23_Model2_EQB_CH1,Step24_Model3_EQA_CH2,Step25_Model1_EQC_CH1,Step26_Model2_EQB_CH4,Step27_Model1_EQA_CH4,Step28_Model1_EQB_CH4,Step29_Model1_EQB_CH2,Step30_Model2_EQB_CH2,,,,,,,,,,,46.54,,,,,,,,,,,,,,,,,,61.45,,,,,,,,,,,,40.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L067W17,L067,17,Step1_Model3_EQA_CH3,Step2_Model3_EQA_CH2,Step3_Model2_EQA_CH2,Step4_Model2_EQC_CH4,Step5_Model1_EQC_CH1,Step6_Model3_EQB_CH2,Step7_Model3_EQA_CH3,Step8_Model3_EQB_CH1,Step9_Model2_EQC_CH2,Step10_Model2_EQC_CH1,Step11_Model2_EQC_CH1,Step12_Model3_EQA_CH1,Step13_Model1_EQC_CH1,Step14_Model1_EQA_CH1,Step15_Model2_EQA_CH2,Step16_Model2_EQA_CH1,Step17_Model1_EQC_CH1,Step18_Model1_EQC_CH3,Step19_Model3_EQC_CH3,Step20_Model3_EQA_CH1,Step21_Model3_EQA_CH2,Step22_Model1_EQB_CH3,Step23_Model2_EQB_CH3,Step24_Model3_EQA_CH1,Step25_Model1_EQC_CH2,Step26_Model2_EQB_CH4,Step27_Model1_EQA_CH2,Step28_Model1_EQB_CH3,Step29_Model1_EQB_CH3,Step30_Model2_EQB_CH3,,,,41.56,,,,,,,50.84,,,,,,66.14,,,,,,,37.86,,,,,,,,,43.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L067W18,L067,18,Step1_Model3_EQA_CH3,Step2_Model3_EQA_CH3,Step3_Model2_EQA_CH1,Step4_Model2_EQC_CH1,Step5_Model1_EQC_CH1,Step6_Model3_EQB_CH3,Step7_Model3_EQA_CH1,Step8_Model3_EQB_CH3,Step9_Model2_EQC_CH2,Step10_Model2_EQC_CH4,Step11_Model2_EQC_CH2,Step12_Model3_EQA_CH4,Step13_Model1_EQC_CH1,Step14_Model1_EQA_CH4,Step15_Model2_EQA_CH2,Step16_Model2_EQA_CH2,Step17_Model1_EQC_CH4,Step18_Model1_EQC_CH2,Step19_Model3_EQC_CH1,Step20_Model3_EQA_CH2,Step21_Model3_EQA_CH4,Step22_Model1_EQB_CH1,Step23_Model2_EQB_CH4,Step24_Model3_EQA_CH3,Step25_Model1_EQC_CH3,Step26_Model2_EQB_CH1,Step27_Model1_EQA_CH1,Step28_Model1_EQB_CH2,Step29_Model1_EQB_CH4,Step30_Model2_EQB_CH3,,,,,,,,68.02,,,60.48,,,,,58.34,,41.09,,45.83,,,,,,,,,,,,45.45,,,,58.55,,,60.87,,,,61.88,,,,,,,,,,,,,,,,,,,,,,,,,,
L067W19,L067,19,Step1_Model3_EQA_CH2,Step2_Model3_EQA_CH3,Step3_Model2_EQA_CH2,Step4_Model2_EQC_CH2,Step5_Model1_EQC_CH3,Step6_Model3_EQB_CH2,Step7_Model3_EQA_CH3,Step8_Model3_EQB_CH1,Step9_Model2_EQC_CH4,Step10_Model2_EQC_CH2,Step11_Model2_EQC_CH3,Step12_Model3_EQA_CH3,Step13_Model1_EQC_CH4,Step14_Model1_EQA_CH4,Step15_Model2_EQA_CH4,Step16_Model2_EQA_CH2,Step17_Model1_EQC_CH3,Step18_Model1_EQC_CH2,Step19_Model3_EQC_CH2,Step20_Model3_EQA_CH1,Step21_Model3_EQA_CH4,Step22_Model1_EQB_CH1,Step23_Model2_EQB_CH1,Step24_Model3_EQA_CH2,Step25_Model1_EQC_CH2,Step26_Model2_EQB_CH3,Step27_Model1_EQA_CH1,Step28_Model1_EQB_CH4,Step29_Model1_EQB_CH1,Step30_Model2_EQB_CH3,,,,,41.63,,,,,,,,,,,,,,,,,,37.53,31.89,,59.35,,,,,,,,,,,,,,,,55.25,,,,,,41.78,,,,14,,,,,,,,,,,,,,,,,
L067W20,L067,20,Step1_Model3_EQA_CH1,Step2_Model3_EQA_CH1,Step3_Model2_EQA_CH1,Step4_Model2_EQC_CH3,Step5_Model1_EQC_CH1,Step6_Model3_EQB_CH2,Step7_Model3_EQA_CH1,Step8_Model3_EQB_CH2,Step9_Model2_EQC_CH1,Step10_Model2_EQC_CH2,Step11_Model2_EQC_CH1,Step12_Model3_EQA_CH4,Step13_Model1_EQC_CH2,Step14_Model1_EQA_CH4,Step15_Model2_EQA_CH2,Step16_Model2_EQA_CH1,Step17_Model1_EQC_CH3,Step18_Model1_EQC_CH1,Step19_Model3_EQC_CH3,Step20_Model3_EQA_CH4,Step21_Model3_EQA_CH3,Step22_Model1_EQB_CH3,Step23_Model2_EQB_CH3,Step24_Model3_EQA_CH3,Step25_Model1_EQC_CH4,Step26_Model2_EQB_CH3,Step27_Model1_EQA_CH1,Step28_Model1_EQB_CH2,Step29_Model1_EQB_CH2,Step30_Model2_EQB_CH1,,,,,,,,,63.27,,,,,34.13,,,,46.81,,,,,,,,61.57,,,,,,,,,,,,,63.88,,,,,,,,57.83,,,,,,10,,,,,,,,,,,,,,,,
L067W21,L067,21,Step1_Model3_EQA_CH4,Step2_Model3_EQA_CH1,Step3_Model2_EQA_CH1,Step4_Model2_EQC_CH3,Step5_Model1_EQC_CH3,Step6_Model3_EQB_CH4,Step7_Model3_EQA_CH4,Step8_Model3_EQB_CH2,Step9_Model2_EQC_CH4,Step10_Model2_EQC_CH1,Step11_Model2_EQC_CH2,Step12_Model3_EQA_CH2,Step13_Model1_EQC_CH3,Step14_Model1_EQA_CH3,Step15_Model2_EQA_CH2,Step16_Model2_EQA_CH3,Step17_Model1_EQC_CH3,Step18_Model1_EQC_CH3,Step19_Model3_EQC_CH2,Step20_Model3_EQA_CH2,Step21_Model3_EQA_CH2,Step22_Model1_EQB_CH1,Step23_Model2_EQB_CH2,Step24_Model3_EQA_CH3,Step25_Model1_EQC_CH2,Step26_Model2_EQB_CH1,Step27_Model1_EQA_CH3,Step28_Model1_EQB_CH4,Step29_Model1_EQB_CH2,Step30_Model2_EQB_CH2,,,,,40.15,54.06,,,,,,,,,,,,,,,,,,,36.13,,,,,,,,,,,,,,65.57,,,,,,63.62,,,,,,,,16,,,,,,,,,,,,,,,,
L067W22,L067,22,Step1_Model3_EQA_CH4,Step2_Model3_EQA_CH3,Step3_Model2_EQA_CH2,Step4_Model2_EQC_CH1,Step5_Model1_EQC_CH3,Step6_Model3_EQB_CH2,Step7_Model3_EQA_CH3,Step8_Model3_EQB_CH2,Step9_Model2_EQC_CH4,Step10_Model2_EQC_CH2,Step11_Model2_EQC_CH3,Step12_Model3_EQA_CH2,Step13_Model1_EQC_CH2,Step14_Model1_EQA_CH3,Step15_Model2_EQA_CH2,Step16_Model2_EQA_CH2,Step17_Model1_EQC_CH3,Step18_Model1_EQC_CH4,Step19_Model3_EQC_CH1,Step20_Model3_EQA_CH1,Step21_Model3_EQA_CH1,Step22_Model1_EQB_CH1,Step23_Model2_EQB_CH1,Step24_Model3_EQA_CH1,Step25_Model1_EQC_CH3,Step26_Model2_EQB_CH3,Step27_Model1_EQA_CH3,Step28_Model1_EQB_CH2,Step29_Model1_EQB_CH4,Step30_Model2_EQB_CH4,,,40.79,,,,,64.35,,58.19,57.98,,,,,,,,47.04,,,37.12,,,,,,,,,,,43.96,,,58,,,68.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L067W23,L067,23,Step1_Model3_EQA_CH1,Step2_Model3_EQA_CH1,Step3_Model2_EQA_CH3,Step4_Model2_EQC_CH4,Step5_Model1_EQC_CH2,Step6_Model3_EQB_CH2,Step7_Model3_EQA_CH3,Step8_Model3_EQB_CH1,Step9_Model2_EQC_CH4,Step10_Model2_EQC_CH2,Step11_Model2_EQC_CH1,Step12_Model3_EQA_CH4,Step13_Model1_EQC_CH2,Step14_Model1_EQA_CH1,Step15_Model2_EQA_CH2,Step16_Model2_EQA_CH1,Step17_Model1_EQC_CH1,Step18_Model1_EQC_CH1,Step19_Model3_EQC_CH4,Step20_Model3_EQA_CH3,Step21_Model3_EQA_CH1,Step22_Model1_EQB_CH1,Step23_Model2_EQB_CH2,Step24_Model3_EQA_CH2,Step25_Model1_EQC_CH4,Step26_Model2_EQB_CH3,Step27_Model1_EQA_CH2,Step28_Model1_EQB_CH4,Step29_Model1_EQB_CH4,Step30_Model2_EQB_CH4,,,,42.45,,,,,,,,,,39.42,,,,,,,40.16,,,,39.78,,,,,,,,,,,,54.71,,64.04,,,64.02,,,,,,,,,,,,9,,,,,,,,,,,,,,,
L067W24,L067,24,Step1_Model3_EQA_CH1,Step2_Model3_EQA_CH3,Step3_Model2_EQA_CH3,Step4_Model2_EQC_CH3,Step5_Model1_EQC_CH1,Step6_Model3_EQB_CH1,Step7_Model3_EQA_CH2,Step8_Model3_EQB_CH2,Step9_Model2_EQC_CH2,Step10_Model2_EQC_CH4,Step11_Model2_EQC_CH3,Step12_Model3_EQA_CH1,Step13_Model1_EQC_CH2,Step14_Model1_EQA_CH4,Step15_Model2_EQA_CH1,Step16_Model2_EQA_CH4,Step17_Model1_EQC_CH4,Step18_Model1_EQC_CH4,Step19_Model3_EQC_CH3,Step20_Model3_EQA_CH1,Step21_Model3_EQA_CH1,Step22_Model1_EQB_CH4,Step23_Model2_EQB_CH3,Step24_Model3_EQA_CH4,Step25_Model1_EQC_CH2,Step26_Model2_EQB_CH1,Step27_Model1_EQA_CH1,Step28_Model1_EQB_CH3,Step29_Model1_EQB_CH1,Step30_Model2_EQB_CH1,38.49,,,,45.65,,,,,,,,,,40.86,,,44.89,,,,,,,,,,,,,,,47.33,,47.99,,,,,,42.97,,,,,47.8,,,,,,,9,,,,7,,,,,,,,,,,,
L067W25,L067,25,Step1_Model3_EQA_CH1,Step2_Model3_EQA_CH3,Step3_Model2_EQA_CH4,Step4_Model2_EQC_CH1,Step5_Model1_EQC_CH4,Step6_Model3_EQB_CH3,Step7_Model3_EQA_CH4,Step8_Model3_EQB_CH2,Step9_Model2_EQC_CH1,Step10_Model2_EQC_CH3,Step11_Model2_EQC_CH3,Step12_Model3_EQA_CH4,Step13_Model1_EQC_CH1,Step14_Model1_EQA_CH3,Step15_Model2_EQA_CH2,Step16_Model2_EQA_CH4,Step17_Model1_EQC_CH2,Step18_Model1_EQC_CH2,Step19_Model3_EQC_CH4,Step20_Model3_EQA_CH2,Step21_Model3_EQA_CH4,Step22_Model1_EQB_CH4,Step23_Model2_EQB_CH3,Step24_Model3_EQA_CH3,Step25_Model1_EQC_CH2,Step26_Model2_EQB_CH2,Step27_Model1_EQA_CH2,Step28_Model1_EQB_CH2,Step29_Model1_EQB_CH2,Step30_Model2_EQB_CH3,,32.62,,46.47,46.78,,,,,,,,,,,,61.81,,,,,,,34.57,,,,,,48.34,,,,,,55.66,,,,,,,,,,56.7,,,,,,,11,,,,,,,,,,,,,,,,
L068W01,L068,1,Step1_Model2_EQB_CH2,Step2_Model1_EQC_CH3,Step3_Model2_EQC_CH3,Step4_Model1_EQA_CH1,Step5_Model2_EQB_CH1,Step6_Model2_EQB_CH2,Step7_Model1_EQC_CH1,Step8_Model2_EQC_CH1,Step9_Model2_EQB_CH4,Step10_Model1_EQB_CH1,Step11_Model2_EQB_CH3,Step12_Model1_EQC_CH2,Step13_Model1_EQB_CH1,Step14_Model2_EQB_CH4,Step15_Model3_EQC_CH2,Step16_Model2_EQB_CH2,Step17_Model3_EQA_CH2,Step18_Model1_EQC_CH4,Step19_Model3_EQB_CH3,Step20_Model3_EQC_CH4,Step21_Model2_EQC_CH4,Step22_Model2_EQA_CH2,Step23_Model1_EQA_CH4,Step24_Model2_EQA_CH2,Step25_Model1_EQB_CH1,Step26_Model2_EQA_CH1,Step27_Model1_EQA_CH4,Step28_Model3_EQB_CH3,Step29_Model2_EQB_CH2,Step30_Model2_EQA_CH4,,,,41.81,,,,,,70.99,,,,,,,53.23,,,,,,,39.95,,,,,,,,,57.35,,,,60.66,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
L068W02,L068,2,Step1_Model2_EQB_CH4,Step2_Model1_EQC_CH3,Step3_Model2_EQC_CH2,Step4_Model1_EQA_CH4,Step5_Model2_EQB_CH3,Step6_Model2_EQB_CH2,Step7_Model1_EQC_CH1,Step8_Model2_EQC_CH3,Step9_Model2_EQB_CH4,Step10_Model1_EQB_CH1,Step11_Model2_EQB_CH2,Step12_Model1_EQC_CH3,Step13_Model1_EQB_CH1,Step14_Model2_EQB_CH1,Step15_Model3_EQC_CH4,Step16_Model2_EQB_CH1,Step17_Model3_EQA_CH4,Step18_Model1_EQC_CH2,Step19_Model3_EQB_CH4,Step20_Model3_EQC_CH3,Step21_Model2_EQC_CH1,Step22_Model2_EQA_CH2,Step23_Model1_EQA_CH4,Step24_Model2_EQA_CH4,Step25_Model1_EQB_CH4,Step26_Model2_EQA_CH2,Step27_Model1_EQA_CH2,Step28_Model3_EQB_CH3,Step29_Model2_EQB_CH2,Step30_Model2_EQA_CH4,,,,,,,,,,,,,,,,,,45.45,,45.64,,41.53,38.4,,,,,,,,,,,,,,61.46,,59.73,61.64,39.05,,62.5,,,,,,,,,,7,,,,,,,,,,,,,,,,
L068W03,L068,3,Step1_Model2_EQB_CH2,Step2_Model1_EQC_CH4,Step3_Model2_EQC_CH3,Step4_Model1_EQA_CH3,Step5_Model2_EQB_CH4,Step6_Model2_EQB_CH2,Step7_Model1_EQC_CH2,Step8_Model2_EQC_CH1,Step9_Model2_EQB_CH3,Step10_Model1_EQB_CH3,Step11_Model2_EQB_CH4,Step12_Model1_EQC_CH1,Step13_Model1_EQB_CH2,Step14_Model2_EQB_CH4,Step15_Model3_EQC_CH2,Step16_Model2_EQB_CH2,Step17_Model3_EQA_CH2,Step18_Model1_EQC_CH1,Step19_Model3_EQB_CH3,Step20_Model3_EQC_CH3,Step21_Model2_EQC_CH2,Step22_Model2_EQA_CH1,Step23_Model1_EQA_CH2,Step24_Model2_EQA_CH2,Step25_Model1_EQB_CH4,Step26_Model2_EQA_CH1,Step27_Model1_EQA_CH1,Step28_Model3_EQB_CH3,Step29_Model2_EQB_CH3,Step30_Model2_EQA_CH2,,,,44.46,,,,,,,,35.72,,39.53,,,,,,,,,,,,,,74.17,,44.66,,47.77,,,46.74,,,,,,,63.21,,,43.99,,,,,,7,,,,,,,,,,,,,,,,,,
L068W04,L068,4,Step1_Model2_EQB_CH4,Step2_Model1_EQC_CH4,Step3_Model2_EQC_CH4,Step4_Model1_EQA_CH2,Step5_Model2_EQB_CH3,Step6_Model2_EQB_CH1,Step7_Model1_EQC_CH2,Step8_Model2_EQC_CH4,Step9_Model2_EQB_CH4,Step10_Model1_EQB_CH2,Step11_Model2_EQB_CH4,Step12_Model1_EQC_CH1,Step13_Model1_EQB_CH2,Step14_Model2_EQB_CH1,Step15_Model3_EQC_CH3,Step16_Model2_EQB_CH4,Step17_Model3_EQA_CH4,Step18_Model1_EQC_CH3,Step19_Model3_EQB_CH3,Step20_Model3_EQC_CH3,Step21_Model2_EQC_CH4,Step22_Model2_EQA_CH3,Step23_Model1_EQA_CH2,Step24_Model2_EQA_CH3,Step25_Model1_EQB_CH2,Step26_Model2_EQA_CH2,Step27_Model1_EQA_CH1,Step28_Model3_EQB_CH2,Step29_Model2_EQB_CH2,Step30_Model2_EQA_CH3,,,47.43,,,,,,,,,,,,,57.68,,,,,,,,42.2,,,,,,,,,,,,,58.58,,,65.47,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
